alert_id,meter_id,zone,alert_timestamp,anomaly_type,severity,anomaly_score,status,estimated_loss_units,assigned_inspector,resolution_timestamp,root_cause,model_version
ALT-000167,BSCM-000489,Koramangala,2023-07-07 13:00:00,Reverse Energy,High,0.973,Resolved,0.0,INS-0016,2023-07-09T02:00:00,Meter bypass,TheftDetect-v2.1
ALT-000168,BSCM-000448,Whitefield,2023-02-04 04:00:00,Meter Tamper,Medium,0.9681,Open,0.0,,,,TheftDetect-v2.1
ALT-000169,BSCM-000253,Whitefield,2023-06-26 04:00:00,Phase Imbalance,Low,0.7926,Investigating,0.0,INS-0001,,,TheftDetect-v3.0
ALT-000170,BSCM-000084,Koramangala,2023-08-14 12:00:00,Overcurrent,High,0.9283,Resolved,0.0,INS-0010,2023-08-17T07:00:00,,TheftDetect-v2.1
ALT-000171,BSCM-000254,Whitefield,2023-01-03 16:00:00,Communication Loss,Medium,0.5573,Resolved,0.0,INS-0011,2023-01-08T14:00:00,Phase cut,TheftDetect-v2.1
ALT-000172,BSCM-000035,Hebbal,2024-12-25 03:00:00,Communication Loss,Medium,0.6892,False Positive,0.0,INS-0007,,,TheftDetect-v3.0
ALT-000173,BSCM-000274,Yelahanka,2023-08-13 00:00:00,Communication Loss,Low,0.7897,Resolved,0.0,INS-0015,2023-08-16T12:00:00,Phase cut,Ensemble-v1
ALT-000174,BSCM-000295,Hebbal,2023-10-11 03:00:00,Reverse Energy,High,0.5819,Resolved,0.0,INS-0001,2023-10-12T00:00:00,Meter bypass,Ensemble-v1
ALT-000175,BSCM-000375,BTM Layout,2024-04-17 12:00:00,Phase Imbalance,Medium,0.8156,Resolved,0.0,INS-0020,2024-04-18T11:00:00,Rodent damage,TheftDetect-v2.1
ALT-000176,BSCM-000073,Yelahanka,2024-02-05 13:00:00,Meter Tamper,High,0.6745,Resolved,0.0,INS-0020,2024-02-09T11:00:00,Rodent damage,Ensemble-v1
ALT-000177,BSCM-000186,Rajajinagar,2023-06-17 07:00:00,PF Degradation,Low,0.8092,Investigating,0.0,INS-0008,,,TheftDetect-v3.0
ALT-000178,BSCM-000233,Electronic City,2024-02-02 13:00:00,Voltage Sag,Medium,0.7452,Resolved,0.0,INS-0019,2024-02-06T20:00:00,External surge,TheftDetect-v3.0
ALT-000179,BSCM-000188,Rajajinagar,2023-05-03 16:00:00,Overcurrent,Low,0.6981,Investigating,0.0,INS-0003,,,TheftDetect-v2.1
ALT-000180,BSCM-000437,Electronic City,2024-06-30 10:00:00,Voltage Sag,High,0.6504,Investigating,0.0,INS-0014,,,TheftDetect-v2.1
ALT-000181,BSCM-000209,Hebbal,2024-10-22 09:00:00,Meter Tamper,Medium,0.7447,Resolved,0.0,INS-0020,2024-10-24T19:00:00,Faulty firmware,TheftDetect-v2.1
ALT-000182,BSCM-000495,Jayanagar,2023-02-02 18:00:00,Meter Tamper,Low,0.7962,Resolved,0.0,INS-0014,2023-02-03T22:00:00,External surge,TheftDetect-v3.0
ALT-000183,BSCM-000293,Indiranagar,2023-03-06 16:00:00,Reverse Energy,High,0.8502,Investigating,0.0,INS-0004,,,TheftDetect-v3.0
ALT-000184,BSCM-000480,Marathahalli,2023-02-05 16:00:00,Meter Tamper,High,0.8566,Resolved,0.0,INS-0009,2023-02-05T19:00:00,Meter bypass,TheftDetect-v3.0
ALT-000185,BSCM-000395,Yelahanka,2023-03-26 05:00:00,Energy Theft,Medium,0.6114,Investigating,163.32,INS-0001,,,TheftDetect-v3.0
ALT-000186,BSCM-000056,Rajajinagar,2024-02-02 09:00:00,Voltage Sag,Low,0.6776,Investigating,0.0,INS-0017,,,Ensemble-v1
ALT-000187,BSCM-000312,Electronic City,2023-07-11 05:00:00,Reverse Energy,Low,0.7461,Resolved,0.0,INS-0004,2023-07-14T06:00:00,,TheftDetect-v3.0
ALT-000188,BSCM-000142,BTM Layout,2023-03-18 21:00:00,Phase Imbalance,Critical,0.8733,Investigating,0.0,INS-0011,,,Ensemble-v1
ALT-000189,BSCM-000278,Electronic City,2023-08-24 07:00:00,Communication Loss,Low,0.9368,False Positive,0.0,INS-0003,,,Ensemble-v1
ALT-000190,BSCM-000328,Electronic City,2023-12-20 16:00:00,Overcurrent,Low,0.9427,Investigating,0.0,INS-0013,,,Ensemble-v1
ALT-000191,BSCM-000166,Marathahalli,2024-12-11 09:00:00,Phase Imbalance,Medium,0.8501,Open,0.0,,,,TheftDetect-v3.0
ALT-000192,BSCM-000117,Indiranagar,2024-11-08 16:00:00,Meter Tamper,Low,0.5521,Open,0.0,,,,TheftDetect-v2.1
ALT-000193,BSCM-000328,Electronic City,2024-09-30 07:00:00,Phase Imbalance,Low,0.9616,False Positive,0.0,INS-0020,,,TheftDetect-v3.0
ALT-000194,BSCM-000419,BTM Layout,2023-05-01 10:00:00,Phase Imbalance,Low,0.6677,Resolved,0.0,INS-0001,2023-05-06T01:00:00,Rodent damage,TheftDetect-v2.1
ALT-000195,BSCM-000482,BTM Layout,2024-03-02 04:00:00,Reverse Energy,Medium,0.5536,False Positive,0.0,INS-0013,,,Ensemble-v1
ALT-000196,BSCM-000013,Koramangala,2023-05-26 22:00:00,PF Degradation,Medium,0.5774,Resolved,0.0,INS-0005,2023-05-28T19:00:00,Line fault,TheftDetect-v2.1
ALT-000197,BSCM-000106,Indiranagar,2024-12-04 17:00:00,Phase Imbalance,Critical,0.9822,False Positive,0.0,INS-0007,,,Ensemble-v1
ALT-000198,BSCM-000037,Electronic City,2023-08-11 19:00:00,PF Degradation,Medium,0.7939,Open,0.0,,,,Ensemble-v1
ALT-000199,BSCM-000220,Marathahalli,2023-07-22 03:00:00,Voltage Sag,Low,0.9129,Investigating,0.0,INS-0016,,,Ensemble-v1
ALT-000200,BSCM-000012,Yelahanka,2023-08-10 23:00:00,Communication Loss,Low,0.7966,Resolved,0.0,INS-0010,2023-08-14T09:00:00,External surge,TheftDetect-v3.0
ALT-000201,BSCM-000021,Electronic City,2024-10-30 11:00:00,PF Degradation,High,0.9225,False Positive,0.0,INS-0019,,,Ensemble-v1
ALT-000202,BSCM-000354,Rajajinagar,2024-07-07 11:00:00,Reverse Energy,Low,0.8439,Open,0.0,,,,TheftDetect-v2.1
ALT-000203,BSCM-000355,Indiranagar,2023-05-08 09:00:00,Communication Loss,High,0.5665,Resolved,0.0,INS-0005,2023-05-12T10:00:00,Rodent damage,TheftDetect-v3.0
ALT-000204,BSCM-000455,Indiranagar,2024-09-21 10:00:00,PF Degradation,High,0.852,Resolved,0.0,INS-0007,2024-09-23T17:00:00,External surge,TheftDetect-v2.1
ALT-000205,BSCM-000167,Jayanagar,2024-03-03 17:00:00,Phase Imbalance,Medium,0.7444,Resolved,0.0,INS-0002,2024-03-07T05:00:00,Faulty firmware,TheftDetect-v2.1
ALT-000206,BSCM-000430,Whitefield,2024-12-10 11:00:00,Overcurrent,Low,0.6544,Open,0.0,,,,Ensemble-v1
ALT-000207,BSCM-000115,Marathahalli,2023-06-22 13:00:00,Overcurrent,Medium,0.8005,Resolved,0.0,INS-0017,2023-06-24T07:00:00,Line fault,TheftDetect-v2.1
ALT-000208,BSCM-000380,Whitefield,2023-01-27 08:00:00,Meter Tamper,Low,0.8686,Resolved,0.0,INS-0008,2023-01-30T23:00:00,External surge,TheftDetect-v2.1
ALT-000209,BSCM-000126,BTM Layout,2023-07-07 11:00:00,Communication Loss,High,0.6439,Resolved,0.0,INS-0016,2023-07-08T23:00:00,Rodent damage,TheftDetect-v2.1
ALT-000210,BSCM-000038,Whitefield,2023-02-18 11:00:00,Communication Loss,Low,0.9278,Investigating,0.0,INS-0004,,,TheftDetect-v2.1
ALT-000211,BSCM-000433,Indiranagar,2023-04-10 06:00:00,PF Degradation,Medium,0.7797,Open,0.0,,,,Ensemble-v1
ALT-000212,BSCM-000473,Koramangala,2024-05-07 00:00:00,Overcurrent,High,0.6668,Resolved,0.0,INS-0012,2024-05-11T11:00:00,Meter bypass,TheftDetect-v2.1
ALT-000213,BSCM-000212,Hebbal,2024-04-22 11:00:00,Reverse Energy,Medium,0.6397,Investigating,0.0,INS-0010,,,Ensemble-v1
ALT-000214,BSCM-000196,Indiranagar,2023-07-15 23:00:00,Phase Imbalance,Low,0.7554,Resolved,0.0,INS-0006,2023-07-17T21:00:00,,TheftDetect-v2.1
ALT-000215,BSCM-000222,Marathahalli,2024-01-11 15:00:00,Voltage Sag,Low,0.9069,Open,0.0,,,,TheftDetect-v2.1
ALT-000216,BSCM-000034,Whitefield,2024-08-14 21:00:00,Meter Tamper,High,0.8885,Resolved,0.0,INS-0016,2024-08-16T13:00:00,,Ensemble-v1
ALT-000217,BSCM-000057,Whitefield,2024-02-18 07:00:00,Voltage Sag,Medium,0.7426,Investigating,0.0,INS-0018,,,TheftDetect-v2.1
ALT-000218,BSCM-000116,Electronic City,2023-11-21 07:00:00,Communication Loss,Low,0.94,Resolved,0.0,INS-0018,2023-11-24T00:00:00,,TheftDetect-v2.1
ALT-000219,BSCM-000069,Koramangala,2024-10-28 19:00:00,Reverse Energy,High,0.8635,Open,0.0,,,,Ensemble-v1
ALT-000220,BSCM-000132,BTM Layout,2023-09-23 14:00:00,Phase Imbalance,High,0.632,Resolved,0.0,INS-0017,2023-09-27T22:00:00,Faulty firmware,TheftDetect-v3.0
ALT-000221,BSCM-000439,Indiranagar,2023-01-30 22:00:00,PF Degradation,Critical,0.9532,Investigating,0.0,INS-0011,,,Ensemble-v1
ALT-000222,BSCM-000398,Whitefield,2024-03-03 17:00:00,Communication Loss,High,0.5808,Resolved,0.0,INS-0014,2024-03-07T22:00:00,Rodent damage,Ensemble-v1
ALT-000223,BSCM-000062,Marathahalli,2024-11-17 17:00:00,Voltage Sag,Medium,0.6109,Resolved,0.0,INS-0007,2024-11-20T21:00:00,Faulty firmware,Ensemble-v1
ALT-000224,BSCM-000425,Electronic City,2024-11-18 02:00:00,Communication Loss,Low,0.8765,False Positive,0.0,INS-0007,,,TheftDetect-v3.0
ALT-000225,BSCM-000054,Whitefield,2024-05-20 16:00:00,Reverse Energy,Low,0.6309,Open,0.0,,,,TheftDetect-v2.1
ALT-000226,BSCM-000263,Indiranagar,2023-09-08 08:00:00,Phase Imbalance,High,0.9446,Investigating,0.0,INS-0011,,,TheftDetect-v3.0
ALT-000227,BSCM-000471,Electronic City,2024-04-13 17:00:00,Voltage Sag,High,0.7019,Open,0.0,,,,TheftDetect-v2.1
ALT-000228,BSCM-000329,Jayanagar,2024-06-10 21:00:00,Meter Tamper,Medium,0.5793,False Positive,0.0,INS-0002,,,TheftDetect-v2.1
ALT-000229,BSCM-000177,BTM Layout,2023-11-15 01:00:00,Voltage Sag,Medium,0.7365,Resolved,0.0,INS-0003,2023-11-15T16:00:00,Meter bypass,TheftDetect-v2.1
ALT-000230,BSCM-000276,Yelahanka,2024-11-10 18:00:00,Overcurrent,Low,0.6216,False Positive,0.0,INS-0006,,,TheftDetect-v2.1
ALT-000231,BSCM-000260,Whitefield,2023-04-24 18:00:00,Reverse Energy,Low,0.5614,Open,0.0,,,,TheftDetect-v2.1
ALT-000232,BSCM-000481,Jayanagar,2023-02-21 19:00:00,PF Degradation,Low,0.7106,False Positive,0.0,INS-0002,,,TheftDetect-v3.0
ALT-000233,BSCM-000310,Indiranagar,2023-11-23 16:00:00,Voltage Sag,Medium,0.5537,Open,0.0,,,,Ensemble-v1
ALT-000234,BSCM-000290,Whitefield,2023-02-24 09:00:00,Phase Imbalance,Medium,0.8689,Investigating,0.0,INS-0015,,,Ensemble-v1
ALT-000235,BSCM-000300,Jayanagar,2024-06-27 11:00:00,Voltage Sag,Low,0.9251,Resolved,0.0,INS-0015,2024-06-27T13:00:00,Phase cut,TheftDetect-v2.1
ALT-000236,BSCM-000092,Whitefield,2023-04-19 06:00:00,Meter Tamper,Critical,0.6225,False Positive,0.0,INS-0007,,,TheftDetect-v3.0
ALT-000237,BSCM-000202,Hebbal,2024-07-22 00:00:00,Phase Imbalance,Critical,0.9599,Open,0.0,,,,TheftDetect-v2.1
ALT-000238,BSCM-000408,Marathahalli,2024-02-11 23:00:00,PF Degradation,High,0.6439,Resolved,0.0,INS-0009,2024-02-14T16:00:00,Meter bypass,TheftDetect-v2.1
ALT-000239,BSCM-000186,Rajajinagar,2024-07-18 11:00:00,Communication Loss,Low,0.6908,Open,0.0,,,,TheftDetect-v3.0
ALT-000240,BSCM-000470,Koramangala,2023-11-06 23:00:00,Meter Tamper,Medium,0.7823,False Positive,0.0,INS-0009,,,Ensemble-v1
ALT-000241,BSCM-000167,Jayanagar,2024-07-17 01:00:00,Overcurrent,Low,0.7515,Investigating,0.0,INS-0011,,,TheftDetect-v3.0
ALT-000242,BSCM-000012,Yelahanka,2023-12-11 08:00:00,Meter Tamper,Low,0.822,False Positive,0.0,INS-0007,,,TheftDetect-v3.0
ALT-000243,BSCM-000250,Rajajinagar,2024-07-28 01:00:00,Communication Loss,Medium,0.9015,Open,0.0,,,,Ensemble-v1
ALT-000244,BSCM-000319,Marathahalli,2024-12-24 21:00:00,Reverse Energy,High,0.8927,Open,0.0,,,,Ensemble-v1
ALT-000245,BSCM-000174,Yelahanka,2024-05-31 12:00:00,PF Degradation,High,0.8501,Open,0.0,,,,TheftDetect-v2.1
ALT-000246,BSCM-000060,Koramangala,2023-07-01 05:00:00,Communication Loss,Medium,0.9837,Investigating,0.0,INS-0011,,,TheftDetect-v2.1
ALT-000247,BSCM-000041,Electronic City,2023-04-30 04:00:00,Reverse Energy,Medium,0.7164,Resolved,0.0,INS-0015,2023-05-01T08:00:00,Phase cut,TheftDetect-v2.1
ALT-000248,BSCM-000215,Electronic City,2023-02-03 01:00:00,Communication Loss,High,0.7107,Resolved,0.0,INS-0006,2023-02-05T15:00:00,Phase cut,Ensemble-v1
ALT-000249,BSCM-000294,Yelahanka,2023-06-17 04:00:00,PF Degradation,Low,0.8944,Resolved,0.0,INS-0011,2023-06-20T18:00:00,External surge,Ensemble-v1
ALT-000250,BSCM-000214,Hebbal,2023-06-03 15:00:00,Communication Loss,Low,0.6142,Resolved,0.0,INS-0015,2023-06-08T15:00:00,Meter bypass,Ensemble-v1
ALT-000251,BSCM-000176,Hebbal,2024-10-02 13:00:00,Phase Imbalance,High,0.6558,False Positive,0.0,INS-0003,,,TheftDetect-v2.1
ALT-000252,BSCM-000035,Hebbal,2024-04-02 16:00:00,Reverse Energy,Medium,0.9832,Resolved,0.0,INS-0006,2024-04-02T20:00:00,,TheftDetect-v3.0
ALT-000253,BSCM-000499,Electronic City,2023-10-06 17:00:00,Communication Loss,Low,0.6549,Open,0.0,,,,TheftDetect-v3.0
ALT-000254,BSCM-000140,Koramangala,2023-05-11 17:00:00,Meter Tamper,Low,0.7767,Open,0.0,,,,Ensemble-v1
ALT-000255,BSCM-000118,Rajajinagar,2024-10-31 00:00:00,Reverse Energy,High,0.642,Resolved,0.0,INS-0010,2024-11-04T12:00:00,Meter bypass,TheftDetect-v2.1
ALT-000256,BSCM-000023,Koramangala,2024-09-05 17:00:00,Meter Tamper,High,0.9551,Investigating,0.0,INS-0003,,,Ensemble-v1
ALT-000257,BSCM-000211,Whitefield,2023-09-05 14:00:00,Meter Tamper,Low,0.8891,Open,0.0,,,,TheftDetect-v3.0
ALT-000258,BSCM-000093,Indiranagar,2024-07-21 14:00:00,Meter Tamper,High,0.8783,False Positive,0.0,INS-0014,,,TheftDetect-v3.0
ALT-000259,BSCM-000369,BTM Layout,2023-01-13 09:00:00,PF Degradation,Low,0.9651,Resolved,0.0,INS-0003,2023-01-17T07:00:00,,TheftDetect-v3.0
ALT-000260,BSCM-000196,Indiranagar,2024-02-20 12:00:00,Overcurrent,Low,0.9497,Investigating,0.0,INS-0003,,,Ensemble-v1
ALT-000261,BSCM-000485,Koramangala,2024-08-06 11:00:00,Meter Tamper,Low,0.9729,False Positive,0.0,INS-0012,,,TheftDetect-v2.1
ALT-000262,BSCM-000223,Jayanagar,2023-02-02 22:00:00,Meter Tamper,Low,0.6627,Resolved,0.0,INS-0016,2023-02-06T10:00:00,Faulty firmware,TheftDetect-v2.1
ALT-000263,BSCM-000153,Indiranagar,2024-04-27 03:00:00,Phase Imbalance,Low,0.7544,Investigating,0.0,INS-0011,,,Ensemble-v1
ALT-000264,BSCM-000075,Marathahalli,2023-06-03 19:00:00,Voltage Sag,Medium,0.9414,Open,0.0,,,,TheftDetect-v3.0
ALT-000265,BSCM-000156,Rajajinagar,2023-07-27 13:00:00,Voltage Sag,Low,0.7898,Resolved,0.0,INS-0005,2023-07-30T20:00:00,Line fault,TheftDetect-v2.1
ALT-000266,BSCM-000364,Rajajinagar,2023-02-09 02:00:00,Communication Loss,Medium,0.6831,Resolved,0.0,INS-0017,2023-02-11T23:00:00,Phase cut,Ensemble-v1
ALT-000267,BSCM-000419,BTM Layout,2023-06-09 20:00:00,Voltage Sag,Low,0.9642,Open,0.0,,,,Ensemble-v1
ALT-000268,BSCM-000262,Koramangala,2023-08-18 18:00:00,Energy Theft,Low,0.6249,False Positive,50.34,INS-0001,,,Ensemble-v1
ALT-000269,BSCM-000472,Whitefield,2023-12-23 09:00:00,Reverse Energy,Medium,0.8026,Resolved,0.0,INS-0019,2023-12-25T10:00:00,Faulty firmware,TheftDetect-v3.0
ALT-000270,BSCM-000073,Yelahanka,2024-11-17 20:00:00,Communication Loss,Critical,0.9398,Resolved,0.0,INS-0003,2024-11-18T20:00:00,External surge,Ensemble-v1
ALT-000271,BSCM-000365,Rajajinagar,2023-07-30 10:00:00,Meter Tamper,Low,0.7322,False Positive,0.0,INS-0019,,,Ensemble-v1
ALT-000272,BSCM-000462,Jayanagar,2024-06-03 07:00:00,Phase Imbalance,Low,0.9287,Resolved,0.0,INS-0006,2024-06-04T04:00:00,Phase cut,TheftDetect-v3.0
ALT-000273,BSCM-000038,Whitefield,2024-03-07 21:00:00,Reverse Energy,High,0.7632,Investigating,0.0,INS-0009,,,TheftDetect-v3.0
ALT-000274,BSCM-000178,Marathahalli,2024-05-23 22:00:00,PF Degradation,Low,0.9399,Open,0.0,,,,TheftDetect-v2.1
ALT-000275,BSCM-000022,Whitefield,2024-05-11 19:00:00,Phase Imbalance,Medium,0.5623,Resolved,0.0,INS-0014,2024-05-15T04:00:00,Faulty firmware,Ensemble-v1
ALT-000276,BSCM-000347,Koramangala,2024-06-07 22:00:00,Communication Loss,Medium,0.596,Open,0.0,,,,Ensemble-v1
ALT-000277,BSCM-000272,Whitefield,2024-07-30 00:00:00,Energy Theft,Medium,0.6611,Resolved,12.38,INS-0011,2024-07-31T18:00:00,Meter bypass,Ensemble-v1
ALT-000278,BSCM-000015,Indiranagar,2023-08-28 19:00:00,Reverse Energy,Critical,0.9296,Investigating,0.0,INS-0012,,,TheftDetect-v2.1
ALT-000279,BSCM-000245,Electronic City,2024-04-01 15:00:00,Communication Loss,Medium,0.5614,Open,0.0,,,,Ensemble-v1
ALT-000280,BSCM-000152,Whitefield,2023-08-23 22:00:00,Overcurrent,Low,0.7947,Resolved,0.0,INS-0004,2023-08-26T22:00:00,External surge,TheftDetect-v2.1
ALT-000281,BSCM-000232,Rajajinagar,2023-05-03 13:00:00,Phase Imbalance,Medium,0.8174,Investigating,0.0,INS-0001,,,TheftDetect-v3.0
ALT-000282,BSCM-000428,Koramangala,2023-12-31 01:00:00,Overcurrent,Low,0.7908,Open,0.0,,,,TheftDetect-v3.0
ALT-000283,BSCM-000304,BTM Layout,2024-06-20 18:00:00,Meter Tamper,Low,0.8613,Resolved,0.0,INS-0018,2024-06-22T16:00:00,Line fault,TheftDetect-v3.0
ALT-000284,BSCM-000263,Indiranagar,2023-01-02 03:00:00,Meter Tamper,Medium,0.5961,Resolved,0.0,INS-0014,2023-01-06T09:00:00,,TheftDetect-v3.0
ALT-000285,BSCM-000289,Jayanagar,2024-01-22 00:00:00,PF Degradation,Low,0.564,Resolved,0.0,INS-0017,2024-01-26T19:00:00,Rodent damage,TheftDetect-v3.0
ALT-000286,BSCM-000404,Marathahalli,2023-08-17 08:00:00,Overcurrent,Critical,0.5654,Resolved,0.0,INS-0007,2023-08-18T19:00:00,Phase cut,TheftDetect-v3.0
ALT-000287,BSCM-000436,Rajajinagar,2024-02-28 20:00:00,Energy Theft,Low,0.9837,Resolved,484.35,INS-0020,2024-03-03T17:00:00,Line fault,Ensemble-v1
ALT-000288,BSCM-000443,BTM Layout,2024-10-06 11:00:00,Communication Loss,Low,0.6379,Resolved,0.0,INS-0018,2024-10-07T17:00:00,Line fault,TheftDetect-v3.0
ALT-000289,BSCM-000053,Yelahanka,2023-01-29 07:00:00,Communication Loss,High,0.6631,Investigating,0.0,INS-0019,,,TheftDetect-v3.0
ALT-000290,BSCM-000003,Yelahanka,2024-08-25 18:00:00,Meter Tamper,Critical,0.9381,Resolved,0.0,INS-0001,2024-08-29T13:00:00,Faulty firmware,TheftDetect-v3.0
ALT-000291,BSCM-000016,Koramangala,2024-10-29 07:00:00,Phase Imbalance,Low,0.7674,Open,0.0,,,,TheftDetect-v2.1
ALT-000292,BSCM-000132,BTM Layout,2024-10-27 22:00:00,Communication Loss,Low,0.7447,Resolved,0.0,INS-0008,2024-11-01T17:00:00,External surge,Ensemble-v1
ALT-000293,BSCM-000266,Marathahalli,2023-12-23 20:00:00,Meter Tamper,Low,0.5905,Open,0.0,,,,Ensemble-v1
ALT-000294,BSCM-000323,Indiranagar,2023-04-21 05:00:00,PF Degradation,Low,0.9466,Investigating,0.0,INS-0007,,,TheftDetect-v3.0
ALT-000295,BSCM-000478,Indiranagar,2023-01-19 02:00:00,Meter Tamper,Medium,0.63,False Positive,0.0,INS-0009,,,TheftDetect-v2.1
ALT-000296,BSCM-000332,Indiranagar,2024-05-01 21:00:00,Overcurrent,Medium,0.9468,Investigating,0.0,INS-0005,,,TheftDetect-v3.0
ALT-000297,BSCM-000468,Jayanagar,2023-05-03 11:00:00,Overcurrent,Low,0.7358,False Positive,0.0,INS-0006,,,TheftDetect-v2.1
ALT-000298,BSCM-000294,Yelahanka,2024-08-24 03:00:00,Phase Imbalance,High,0.9199,Investigating,0.0,INS-0010,,,Ensemble-v1
ALT-000299,BSCM-000196,Indiranagar,2024-09-16 11:00:00,Meter Tamper,Critical,0.6758,Resolved,0.0,INS-0006,2024-09-18T14:00:00,Meter bypass,TheftDetect-v3.0
ALT-000300,BSCM-000481,Jayanagar,2023-02-22 16:00:00,Meter Tamper,Medium,0.8798,Open,0.0,,,,TheftDetect-v2.1
ALT-000301,BSCM-000396,Electronic City,2023-04-26 01:00:00,Phase Imbalance,Low,0.7502,Resolved,0.0,INS-0011,2023-04-30T15:00:00,Faulty firmware,TheftDetect-v2.1
ALT-000302,BSCM-000213,Electronic City,2024-12-06 06:00:00,Phase Imbalance,Medium,0.5946,Open,0.0,,,,Ensemble-v1
ALT-000303,BSCM-000301,BTM Layout,2023-07-26 18:00:00,Overcurrent,High,0.8545,False Positive,0.0,INS-0004,,,TheftDetect-v3.0
ALT-000304,BSCM-000372,Electronic City,2024-02-07 19:00:00,Overcurrent,Medium,0.6828,Resolved,0.0,INS-0002,2024-02-11T22:00:00,External surge,TheftDetect-v2.1
ALT-000305,BSCM-000483,BTM Layout,2023-10-26 23:00:00,Communication Loss,Medium,0.7942,Open,0.0,,,,Ensemble-v1
ALT-000306,BSCM-000440,Whitefield,2024-01-18 08:00:00,Meter Tamper,Low,0.5713,Investigating,0.0,INS-0009,,,TheftDetect-v3.0
ALT-000307,BSCM-000373,Indiranagar,2023-04-06 13:00:00,Overcurrent,Low,0.945,Open,0.0,,,,TheftDetect-v2.1
ALT-000308,BSCM-000295,Hebbal,2024-04-14 06:00:00,Overcurrent,High,0.973,Resolved,0.0,INS-0002,2024-04-19T04:00:00,Rodent damage,TheftDetect-v2.1
ALT-000309,BSCM-000028,Electronic City,2024-04-01 09:00:00,Reverse Energy,High,0.683,Resolved,0.0,INS-0001,2024-04-05T03:00:00,Meter bypass,Ensemble-v1
ALT-000310,BSCM-000076,Hebbal,2023-06-06 17:00:00,Energy Theft,Critical,0.658,Open,95.39,,,,Ensemble-v1
ALT-000311,BSCM-000209,Hebbal,2024-07-11 18:00:00,PF Degradation,Low,0.6228,Open,0.0,,,,TheftDetect-v3.0
ALT-000312,BSCM-000392,Electronic City,2024-09-25 05:00:00,Meter Tamper,Critical,0.961,Resolved,0.0,INS-0019,2024-09-26T16:00:00,External surge,TheftDetect-v3.0
ALT-000313,BSCM-000095,BTM Layout,2024-07-18 15:00:00,Meter Tamper,High,0.6608,Resolved,0.0,INS-0011,2024-07-21T22:00:00,Phase cut,TheftDetect-v3.0
ALT-000314,BSCM-000417,Yelahanka,2024-10-09 02:00:00,Phase Imbalance,Low,0.8902,Resolved,0.0,INS-0007,2024-10-11T02:00:00,Meter bypass,TheftDetect-v2.1
ALT-000315,BSCM-000222,Marathahalli,2023-02-04 16:00:00,Communication Loss,Medium,0.6539,Resolved,0.0,INS-0004,2023-02-09T09:00:00,Rodent damage,TheftDetect-v2.1
ALT-000316,BSCM-000472,Whitefield,2024-07-02 06:00:00,Reverse Energy,Low,0.5747,Investigating,0.0,INS-0011,,,Ensemble-v1
ALT-000317,BSCM-000189,BTM Layout,2024-09-05 00:00:00,Phase Imbalance,Low,0.5608,Investigating,0.0,INS-0011,,,TheftDetect-v2.1
ALT-000318,BSCM-000092,Whitefield,2024-07-27 17:00:00,PF Degradation,Medium,0.6342,Investigating,0.0,INS-0017,,,Ensemble-v1
ALT-000319,BSCM-000141,Whitefield,2023-05-18 12:00:00,Reverse Energy,High,0.5525,Investigating,0.0,INS-0001,,,TheftDetect-v3.0
ALT-000320,BSCM-000451,Whitefield,2024-01-30 18:00:00,Communication Loss,Medium,0.7978,Resolved,0.0,INS-0019,2024-02-01T11:00:00,Meter bypass,TheftDetect-v3.0
ALT-000321,BSCM-000444,Koramangala,2024-04-02 00:00:00,Reverse Energy,Low,0.8451,Resolved,0.0,INS-0013,2024-04-05T13:00:00,Line fault,TheftDetect-v3.0
ALT-000322,BSCM-000274,Yelahanka,2024-11-08 09:00:00,Reverse Energy,Low,0.9858,Open,0.0,,,,TheftDetect-v2.1
ALT-000323,BSCM-000300,Jayanagar,2024-06-01 21:00:00,Energy Theft,Low,0.9872,Open,143.47,,,,TheftDetect-v3.0
ALT-000324,BSCM-000276,Yelahanka,2023-07-25 06:00:00,Communication Loss,Low,0.6314,Resolved,0.0,INS-0008,2023-07-29T20:00:00,Rodent damage,Ensemble-v1
ALT-000325,BSCM-000196,Indiranagar,2024-08-03 02:00:00,PF Degradation,Medium,0.9191,Open,0.0,,,,TheftDetect-v2.1
ALT-000326,BSCM-000139,BTM Layout,2024-04-20 11:00:00,PF Degradation,Critical,0.9432,Open,0.0,,,,TheftDetect-v3.0
ALT-000327,BSCM-000203,Electronic City,2023-12-07 08:00:00,Phase Imbalance,Critical,0.5695,Resolved,0.0,INS-0005,2023-12-09T15:00:00,Phase cut,TheftDetect-v3.0
ALT-000328,BSCM-000460,Jayanagar,2023-12-10 21:00:00,PF Degradation,Low,0.5967,Resolved,0.0,INS-0010,2023-12-14T09:00:00,Faulty firmware,TheftDetect-v3.0
ALT-000329,BSCM-000195,Koramangala,2024-03-16 07:00:00,Phase Imbalance,Medium,0.8515,Open,0.0,,,,TheftDetect-v2.1
ALT-000330,BSCM-000426,Koramangala,2023-08-01 07:00:00,Overcurrent,Medium,0.7168,Resolved,0.0,INS-0005,2023-08-01T16:00:00,External surge,TheftDetect-v2.1
ALT-000331,BSCM-000185,Whitefield,2024-10-03 13:00:00,Meter Tamper,Medium,0.5572,False Positive,0.0,INS-0002,,,Ensemble-v1
ALT-000332,BSCM-000394,Indiranagar,2023-03-08 06:00:00,Energy Theft,Medium,0.7565,Resolved,463.84,INS-0012,2023-03-11T11:00:00,External surge,Ensemble-v1
