dq_id,meter_id,zone,date,expected_readings,received_readings,missing_readings,completeness_pct,null_values,out_of_range_values,duplicate_readings,avg_latency_ms,comms_failures,quality_score
DQ-0000243,BSCM-000009,Koramangala,2024-02-06,24,24,0,100.0,0,2,0,944.5,0,0.8382
DQ-0000244,BSCM-000009,Koramangala,2023-01-12,24,24,0,100.0,0,2,0,2414.3,1,0.9047
DQ-0000245,BSCM-000009,Koramangala,2024-09-22,24,24,0,100.0,0,1,0,1350.6,1,0.9752
DQ-0000246,BSCM-000009,Koramangala,2023-10-05,24,24,0,100.0,0,1,0,1350.4,3,0.8975
DQ-0000247,BSCM-000009,Koramangala,2024-12-24,24,24,0,100.0,0,2,0,1856.3,3,0.8648
DQ-0000248,BSCM-000009,Koramangala,2023-07-11,24,18,6,75.0,4,1,0,158.2,0,0.8979
DQ-0000249,BSCM-000009,Koramangala,2023-09-16,24,24,0,100.0,0,1,0,1654.2,0,0.9332
DQ-0000250,BSCM-000009,Koramangala,2023-08-22,24,24,0,100.0,0,1,0,1742.6,3,0.9723
DQ-0000251,BSCM-000009,Koramangala,2024-10-06,24,24,0,100.0,0,2,0,1871.6,1,0.8234
DQ-0000252,BSCM-000009,Koramangala,2023-05-10,24,24,0,100.0,0,2,0,955.6,0,0.9792
DQ-0000253,BSCM-000009,Koramangala,2024-07-08,24,24,0,100.0,0,2,0,1154.7,1,0.8201
DQ-0000254,BSCM-000009,Koramangala,2024-08-20,24,24,0,100.0,0,2,0,2313.2,4,0.8672
DQ-0000255,BSCM-000009,Koramangala,2023-11-13,24,24,0,100.0,0,0,0,1445.2,3,0.8879
DQ-0000256,BSCM-000009,Koramangala,2023-06-02,24,24,0,100.0,0,0,0,1054.6,3,0.8655
DQ-0000257,BSCM-000009,Koramangala,2024-09-27,24,24,0,100.0,0,0,0,551.4,0,0.8101
DQ-0000258,BSCM-000009,Koramangala,2023-05-24,24,24,0,100.0,0,0,0,1100.3,1,0.9857
DQ-0000259,BSCM-000009,Koramangala,2024-06-21,24,24,0,100.0,0,1,0,1358.0,5,0.9883
DQ-0000260,BSCM-000009,Koramangala,2023-08-29,24,24,0,100.0,0,0,0,2222.9,2,0.9115
DQ-0000261,BSCM-000009,Koramangala,2024-04-21,24,24,0,100.0,0,0,0,2138.7,3,0.8498
DQ-0000262,BSCM-000009,Koramangala,2023-01-07,24,24,0,100.0,0,0,0,2472.1,1,0.8254
DQ-0000263,BSCM-000009,Koramangala,2024-08-18,24,24,0,100.0,0,0,0,156.7,0,0.901
DQ-0000264,BSCM-000009,Koramangala,2023-11-12,24,23,1,95.83,1,1,0,1353.7,1,0.9067
DQ-0000265,BSCM-000009,Koramangala,2024-03-25,24,23,1,95.83,1,0,0,1733.5,1,0.9847
DQ-0000266,BSCM-000009,Koramangala,2024-10-28,24,24,0,100.0,0,1,0,1097.7,3,0.8784
DQ-0000267,BSCM-000009,Koramangala,2024-09-23,24,24,0,100.0,0,2,0,2138.0,2,0.8851
DQ-0000268,BSCM-000009,Koramangala,2024-12-05,24,22,2,91.67,2,0,0,2231.6,5,0.9374
DQ-0000269,BSCM-000009,Koramangala,2024-02-29,24,24,0,100.0,0,0,0,287.6,2,0.9945
DQ-0000270,BSCM-000009,Koramangala,2024-11-20,24,23,1,95.83,1,0,0,507.9,5,0.8847
DQ-0000271,BSCM-000010,Jayanagar,2023-03-11,24,24,0,100.0,0,0,0,751.1,1,0.9601
DQ-0000272,BSCM-000010,Jayanagar,2024-10-04,24,24,0,100.0,0,0,0,324.3,4,0.8401
DQ-0000273,BSCM-000010,Jayanagar,2024-02-06,24,24,0,100.0,0,1,0,1675.8,4,0.9502
DQ-0000274,BSCM-000010,Jayanagar,2023-01-12,24,24,0,100.0,0,1,0,1443.7,4,0.9451
DQ-0000275,BSCM-000010,Jayanagar,2024-09-22,24,24,0,100.0,0,2,0,1551.3,1,0.9058
DQ-0000276,BSCM-000010,Jayanagar,2023-10-05,24,24,0,100.0,0,1,0,558.2,5,0.8461
DQ-0000277,BSCM-000010,Jayanagar,2024-12-24,24,24,0,100.0,0,2,0,945.3,5,0.8769
DQ-0000278,BSCM-000010,Jayanagar,2023-07-11,24,18,6,75.0,1,1,0,2391.5,5,0.7784
DQ-0000279,BSCM-000010,Jayanagar,2023-09-16,24,18,6,75.0,5,1,0,635.9,0,0.7446
DQ-0000280,BSCM-000010,Jayanagar,2023-08-22,24,24,0,100.0,0,0,0,1208.4,5,0.9734
DQ-0000281,BSCM-000010,Jayanagar,2024-10-06,24,12,12,50.0,0,0,0,294.2,5,0.7986
DQ-0000282,BSCM-000010,Jayanagar,2023-05-10,24,24,0,100.0,0,2,0,1986.3,1,0.952
DQ-0000283,BSCM-000010,Jayanagar,2024-07-08,24,24,0,100.0,0,0,0,1085.3,1,0.911
DQ-0000284,BSCM-000010,Jayanagar,2024-08-20,24,24,0,100.0,0,2,0,1743.6,4,0.8341
DQ-0000285,BSCM-000010,Jayanagar,2023-11-13,24,24,0,100.0,0,0,0,1529.0,0,0.8479
DQ-0000286,BSCM-000010,Jayanagar,2023-06-02,24,24,0,100.0,0,2,0,2196.9,2,0.8924
DQ-0000287,BSCM-000010,Jayanagar,2024-09-27,24,24,0,100.0,0,1,0,1372.6,0,0.9167
DQ-0000288,BSCM-000010,Jayanagar,2023-05-24,24,24,0,100.0,0,1,0,1549.9,3,0.8976
DQ-0000289,BSCM-000010,Jayanagar,2024-06-21,24,24,0,100.0,0,0,0,1204.3,0,0.9495
DQ-0000290,BSCM-000010,Jayanagar,2023-08-29,24,20,4,83.33,1,1,0,913.4,2,0.8905
DQ-0000291,BSCM-000010,Jayanagar,2024-04-21,24,24,0,100.0,0,0,0,1638.3,5,0.9085
DQ-0000292,BSCM-000010,Jayanagar,2023-01-07,24,24,0,100.0,0,2,0,2124.2,4,0.9675
DQ-0000293,BSCM-000010,Jayanagar,2024-08-18,24,21,3,87.5,3,0,0,1129.0,2,0.8054
DQ-0000294,BSCM-000010,Jayanagar,2023-11-12,24,24,0,100.0,0,1,0,440.8,1,0.8603
DQ-0000295,BSCM-000010,Jayanagar,2024-03-25,24,24,0,100.0,0,1,1,155.6,1,0.91
DQ-0000296,BSCM-000010,Jayanagar,2024-10-28,24,24,0,100.0,0,0,0,1073.0,1,0.9689
DQ-0000297,BSCM-000010,Jayanagar,2024-09-23,24,24,0,100.0,0,1,0,175.0,3,0.9645
DQ-0000298,BSCM-000010,Jayanagar,2024-12-05,24,24,0,100.0,0,1,0,1457.5,1,0.9063
DQ-0000299,BSCM-000010,Jayanagar,2024-02-29,24,18,6,75.0,0,1,0,2363.5,2,0.6185
DQ-0000300,BSCM-000010,Jayanagar,2024-11-20,24,24,0,100.0,0,1,0,2324.9,2,0.8239
DQ-0000301,BSCM-000011,Hebbal,2023-03-11,24,12,12,50.0,3,2,0,1959.8,3,0.6463
DQ-0000302,BSCM-000011,Hebbal,2024-10-04,24,24,0,100.0,0,0,0,2397.1,5,0.9473
DQ-0000303,BSCM-000011,Hebbal,2024-02-06,24,24,0,100.0,0,2,0,1581.9,1,0.8632
DQ-0000304,BSCM-000011,Hebbal,2023-01-12,24,24,0,100.0,0,0,0,2475.7,3,0.8692
DQ-0000305,BSCM-000011,Hebbal,2024-09-22,24,20,4,83.33,3,1,0,264.1,2,0.8459
DQ-0000306,BSCM-000011,Hebbal,2023-10-05,24,21,3,87.5,0,1,0,1662.5,0,0.8919
DQ-0000307,BSCM-000011,Hebbal,2024-12-24,24,24,0,100.0,0,0,0,1645.7,5,0.998
DQ-0000308,BSCM-000011,Hebbal,2023-07-11,24,24,0,100.0,0,0,0,1724.9,4,0.8289
DQ-0000309,BSCM-000011,Hebbal,2023-09-16,24,24,0,100.0,0,2,0,702.4,1,0.96
DQ-0000310,BSCM-000011,Hebbal,2023-08-22,24,24,0,100.0,0,1,0,1762.4,2,0.9724
DQ-0000311,BSCM-000011,Hebbal,2024-10-06,24,24,0,100.0,0,2,0,466.0,1,0.9421
DQ-0000312,BSCM-000011,Hebbal,2023-05-10,24,24,0,100.0,0,2,0,206.9,4,0.9853
DQ-0000313,BSCM-000011,Hebbal,2024-07-08,24,20,4,83.33,4,1,0,648.5,1,0.8246
DQ-0000314,BSCM-000011,Hebbal,2024-08-20,24,23,1,95.83,1,0,0,407.1,0,0.8886
DQ-0000315,BSCM-000011,Hebbal,2023-11-13,24,24,0,100.0,0,2,0,126.1,4,0.8695
DQ-0000316,BSCM-000011,Hebbal,2023-06-02,24,18,6,75.0,2,1,0,2255.1,2,0.9538
DQ-0000317,BSCM-000011,Hebbal,2024-09-27,24,24,0,100.0,0,2,0,638.8,3,0.8677
DQ-0000318,BSCM-000011,Hebbal,2023-05-24,24,24,0,100.0,0,1,0,925.0,1,0.8259
DQ-0000319,BSCM-000011,Hebbal,2024-06-21,24,24,0,100.0,0,2,0,1788.6,0,0.8202
DQ-0000320,BSCM-000011,Hebbal,2023-08-29,24,24,0,100.0,0,1,0,142.0,3,0.8266
DQ-0000321,BSCM-000011,Hebbal,2024-04-21,24,24,0,100.0,0,2,0,836.1,2,0.8566
DQ-0000322,BSCM-000011,Hebbal,2023-01-07,24,24,0,100.0,0,0,0,961.9,2,0.8575
DQ-0000323,BSCM-000011,Hebbal,2024-08-18,24,24,0,100.0,0,1,0,858.3,4,0.8537
DQ-0000324,BSCM-000011,Hebbal,2023-11-12,24,24,0,100.0,0,2,0,2228.3,5,0.8804
DQ-0000325,BSCM-000011,Hebbal,2024-03-25,24,24,0,100.0,0,2,0,800.3,1,0.804
DQ-0000326,BSCM-000011,Hebbal,2024-10-28,24,24,0,100.0,0,0,0,453.7,4,0.8051
DQ-0000327,BSCM-000011,Hebbal,2024-09-23,24,24,0,100.0,0,2,0,1172.2,0,0.8683
DQ-0000328,BSCM-000011,Hebbal,2024-12-05,24,24,0,100.0,0,0,0,972.0,5,0.9135
DQ-0000329,BSCM-000011,Hebbal,2024-02-29,24,23,1,95.83,1,0,0,2257.6,5,0.9834
DQ-0000330,BSCM-000011,Hebbal,2024-11-20,24,23,1,95.83,1,2,0,328.4,4,0.8112
DQ-0000331,BSCM-000012,Yelahanka,2023-03-11,24,24,0,100.0,0,0,0,1369.1,5,0.8552
DQ-0000332,BSCM-000012,Yelahanka,2024-10-04,24,21,3,87.5,1,1,0,454.3,3,0.9273
DQ-0000333,BSCM-000012,Yelahanka,2024-02-06,24,24,0,100.0,0,2,0,2437.8,1,0.842
DQ-0000334,BSCM-000012,Yelahanka,2023-01-12,24,24,0,100.0,0,0,0,2313.1,2,0.9181
DQ-0000335,BSCM-000012,Yelahanka,2024-09-22,24,24,0,100.0,0,2,0,2428.1,2,0.8146
DQ-0000336,BSCM-000012,Yelahanka,2023-10-05,24,24,0,100.0,0,0,0,1346.7,0,0.9859
DQ-0000337,BSCM-000012,Yelahanka,2024-12-24,24,18,6,75.0,1,0,0,2018.6,2,0.7666
DQ-0000338,BSCM-000012,Yelahanka,2023-07-11,24,24,0,100.0,0,1,0,1931.3,4,0.8187
DQ-0000339,BSCM-000012,Yelahanka,2023-09-16,24,18,6,75.0,5,0,0,1265.3,2,0.863
DQ-0000340,BSCM-000012,Yelahanka,2023-08-22,24,24,0,100.0,0,2,0,2411.2,5,0.8652
DQ-0000341,BSCM-000012,Yelahanka,2024-10-06,24,24,0,100.0,0,0,0,161.1,0,0.8364
DQ-0000342,BSCM-000012,Yelahanka,2023-05-10,24,18,6,75.0,4,2,0,514.2,2,0.6481
DQ-0000343,BSCM-000012,Yelahanka,2024-07-08,24,24,0,100.0,0,0,0,680.9,3,0.8059
DQ-0000344,BSCM-000012,Yelahanka,2024-08-20,24,24,0,100.0,0,0,0,1238.0,1,0.9388
DQ-0000345,BSCM-000012,Yelahanka,2023-11-13,24,24,0,100.0,0,2,0,1719.9,1,0.9044
DQ-0000346,BSCM-000012,Yelahanka,2023-06-02,24,24,0,100.0,0,2,0,1178.7,0,0.9004
DQ-0000347,BSCM-000012,Yelahanka,2024-09-27,24,23,1,95.83,1,2,0,2326.8,2,0.9926
DQ-0000348,BSCM-000012,Yelahanka,2023-05-24,24,22,2,91.67,2,0,0,1407.5,0,0.8906
DQ-0000349,BSCM-000012,Yelahanka,2024-06-21,24,24,0,100.0,0,1,0,267.4,1,0.9116
DQ-0000350,BSCM-000012,Yelahanka,2023-08-29,24,22,2,91.67,0,0,0,698.6,1,0.9637
DQ-0000351,BSCM-000012,Yelahanka,2024-04-21,24,24,0,100.0,0,2,0,1665.9,5,0.9254
DQ-0000352,BSCM-000012,Yelahanka,2023-01-07,24,24,0,100.0,0,2,0,1478.3,2,0.8989
DQ-0000353,BSCM-000012,Yelahanka,2024-08-18,24,24,0,100.0,0,2,0,1322.8,2,0.8038
DQ-0000354,BSCM-000012,Yelahanka,2023-11-12,24,24,0,100.0,0,1,0,2433.5,2,0.9828
DQ-0000355,BSCM-000012,Yelahanka,2024-03-25,24,22,2,91.67,0,0,0,1032.9,2,0.9561
DQ-0000356,BSCM-000012,Yelahanka,2024-10-28,24,24,0,100.0,0,1,0,2001.5,1,0.9936
DQ-0000357,BSCM-000012,Yelahanka,2024-09-23,24,23,1,95.83,0,0,0,550.4,2,0.9615
DQ-0000358,BSCM-000012,Yelahanka,2024-12-05,24,24,0,100.0,0,2,0,1286.2,4,0.9256
DQ-0000359,BSCM-000012,Yelahanka,2024-02-29,24,24,0,100.0,0,1,0,2089.9,2,0.8733
DQ-0000360,BSCM-000012,Yelahanka,2024-11-20,24,21,3,87.5,0,2,0,1136.4,3,0.9703
DQ-0000361,BSCM-000013,Koramangala,2023-03-11,24,22,2,91.67,0,1,0,437.0,3,0.8377
DQ-0000362,BSCM-000013,Koramangala,2024-10-04,24,24,0,100.0,0,2,0,1569.2,3,0.8373
DQ-0000363,BSCM-000013,Koramangala,2024-02-06,24,24,0,100.0,0,0,0,552.4,3,0.8867
DQ-0000364,BSCM-000013,Koramangala,2023-01-12,24,24,0,100.0,0,0,0,767.3,4,0.9842
DQ-0000365,BSCM-000013,Koramangala,2024-09-22,24,24,0,100.0,0,0,0,2250.3,0,0.84
DQ-0000366,BSCM-000013,Koramangala,2023-10-05,24,24,0,100.0,0,0,0,2117.6,4,0.89
DQ-0000367,BSCM-000013,Koramangala,2024-12-24,24,24,0,100.0,0,1,0,2376.9,5,0.9382
DQ-0000368,BSCM-000013,Koramangala,2023-07-11,24,24,0,100.0,0,1,0,1726.1,1,0.8878
DQ-0000369,BSCM-000013,Koramangala,2023-09-16,24,24,0,100.0,0,1,0,185.1,5,0.9066
DQ-0000370,BSCM-000013,Koramangala,2023-08-22,24,22,2,91.67,2,1,0,1957.8,5,0.9507
DQ-0000371,BSCM-000013,Koramangala,2024-10-06,24,12,12,50.0,11,0,0,74.3,1,0.9477
DQ-0000372,BSCM-000013,Koramangala,2023-05-10,24,22,2,91.67,1,2,0,1754.5,4,0.8882
DQ-0000373,BSCM-000013,Koramangala,2024-07-08,24,24,0,100.0,0,1,0,848.0,1,0.9714
DQ-0000374,BSCM-000013,Koramangala,2024-08-20,24,24,0,100.0,0,1,0,942.9,0,0.8356
DQ-0000375,BSCM-000013,Koramangala,2023-11-13,24,24,0,100.0,0,2,0,1723.2,2,0.9887
DQ-0000376,BSCM-000013,Koramangala,2023-06-02,24,22,2,91.67,1,0,0,586.1,1,0.9137
DQ-0000377,BSCM-000013,Koramangala,2024-09-27,24,22,2,91.67,1,2,0,1694.3,3,0.938
DQ-0000378,BSCM-000013,Koramangala,2023-05-24,24,24,0,100.0,0,1,0,2476.8,2,0.8317
DQ-0000379,BSCM-000013,Koramangala,2024-06-21,24,21,3,87.5,2,1,0,2073.8,3,0.9022
DQ-0000380,BSCM-000013,Koramangala,2023-08-29,24,24,0,100.0,0,1,0,1038.5,5,0.8586
DQ-0000381,BSCM-000013,Koramangala,2024-04-21,24,21,3,87.5,1,1,0,410.6,5,0.9979
DQ-0000382,BSCM-000013,Koramangala,2023-01-07,24,21,3,87.5,2,2,0,437.8,4,0.9675
DQ-0000383,BSCM-000013,Koramangala,2024-08-18,24,23,1,95.83,1,2,0,2357.5,3,0.9575
DQ-0000384,BSCM-000013,Koramangala,2023-11-12,24,24,0,100.0,0,1,0,232.9,2,0.8864
DQ-0000385,BSCM-000013,Koramangala,2024-03-25,24,24,0,100.0,0,1,0,765.9,5,0.9131
DQ-0000386,BSCM-000013,Koramangala,2024-10-28,24,21,3,87.5,2,0,0,2205.2,1,0.8576
DQ-0000387,BSCM-000013,Koramangala,2024-09-23,24,24,0,100.0,0,1,0,1556.7,0,0.971
DQ-0000388,BSCM-000013,Koramangala,2024-12-05,24,24,0,100.0,0,1,0,961.0,3,0.9611
DQ-0000389,BSCM-000013,Koramangala,2024-02-29,24,24,0,100.0,0,2,0,2015.6,1,0.8755
DQ-0000390,BSCM-000013,Koramangala,2024-11-20,24,24,0,100.0,0,2,0,2236.4,1,0.9074
DQ-0000391,BSCM-000014,BTM Layout,2023-03-11,24,24,0,100.0,0,0,0,204.1,5,0.861
DQ-0000392,BSCM-000014,BTM Layout,2024-10-04,24,18,6,75.0,4,0,0,1967.0,3,0.6283
DQ-0000393,BSCM-000014,BTM Layout,2024-02-06,24,24,0,100.0,0,2,0,356.4,4,0.9902
DQ-0000394,BSCM-000014,BTM Layout,2023-01-12,24,24,0,100.0,0,2,0,1879.7,2,0.8684
DQ-0000395,BSCM-000014,BTM Layout,2024-09-22,24,24,0,100.0,0,0,0,2292.5,2,0.8573
DQ-0000396,BSCM-000014,BTM Layout,2023-10-05,24,24,0,100.0,0,0,0,223.7,5,0.9074
DQ-0000397,BSCM-000014,BTM Layout,2024-12-24,24,24,0,100.0,0,2,0,1472.0,0,0.8352
DQ-0000398,BSCM-000014,BTM Layout,2023-07-11,24,24,0,100.0,0,2,0,788.7,3,0.8368
DQ-0000399,BSCM-000014,BTM Layout,2023-09-16,24,24,0,100.0,0,2,0,2192.5,4,0.8456
DQ-0000400,BSCM-000014,BTM Layout,2023-08-22,24,24,0,100.0,0,0,0,1601.9,1,0.8487
DQ-0000401,BSCM-000014,BTM Layout,2024-10-06,24,24,0,100.0,0,1,0,2187.5,3,0.9927
DQ-0000402,BSCM-000014,BTM Layout,2023-05-10,24,24,0,100.0,0,0,1,1408.8,3,0.8198
DQ-0000403,BSCM-000014,BTM Layout,2024-07-08,24,24,0,100.0,0,1,0,1551.1,2,0.8148
DQ-0000404,BSCM-000014,BTM Layout,2024-08-20,24,24,0,100.0,0,0,0,1295.9,0,0.9716
DQ-0000405,BSCM-000014,BTM Layout,2023-11-13,24,24,0,100.0,0,2,0,436.1,1,0.9832
DQ-0000406,BSCM-000014,BTM Layout,2023-06-02,24,22,2,91.67,1,2,0,1465.8,3,0.8671
DQ-0000407,BSCM-000014,BTM Layout,2024-09-27,24,24,0,100.0,0,0,0,1374.9,5,0.9203
DQ-0000408,BSCM-000014,BTM Layout,2023-05-24,24,23,1,95.83,1,0,0,872.5,0,0.9905
DQ-0000409,BSCM-000014,BTM Layout,2024-06-21,24,23,1,95.83,1,2,0,1754.7,4,0.9096
DQ-0000410,BSCM-000014,BTM Layout,2023-08-29,24,23,1,95.83,0,0,0,2370.0,1,0.9667
DQ-0000411,BSCM-000014,BTM Layout,2024-04-21,24,23,1,95.83,0,0,0,581.3,4,0.8281
DQ-0000412,BSCM-000014,BTM Layout,2023-01-07,24,24,0,100.0,0,0,0,1772.7,0,0.8036
DQ-0000413,BSCM-000014,BTM Layout,2024-08-18,24,24,0,100.0,0,0,0,1267.4,0,0.8344
DQ-0000414,BSCM-000014,BTM Layout,2023-11-12,24,24,0,100.0,0,2,0,1724.1,5,0.8639
DQ-0000415,BSCM-000014,BTM Layout,2024-03-25,24,21,3,87.5,2,0,0,1783.8,2,0.8552
DQ-0000416,BSCM-000014,BTM Layout,2024-10-28,24,24,0,100.0,0,0,0,2338.4,2,0.9674
DQ-0000417,BSCM-000014,BTM Layout,2024-09-23,24,22,2,91.67,1,2,0,956.5,2,0.9587
DQ-0000418,BSCM-000014,BTM Layout,2024-12-05,24,24,0,100.0,0,1,0,2407.8,1,0.831
DQ-0000419,BSCM-000014,BTM Layout,2024-02-29,24,24,0,100.0,0,1,0,558.5,1,0.8467
DQ-0000420,BSCM-000014,BTM Layout,2024-11-20,24,21,3,87.5,2,0,0,1361.7,5,0.9737
DQ-0000421,BSCM-000015,Indiranagar,2023-03-11,24,24,0,100.0,0,1,0,1292.8,3,0.8784
DQ-0000422,BSCM-000015,Indiranagar,2024-10-04,24,20,4,83.33,1,0,0,666.6,4,0.8567
DQ-0000423,BSCM-000015,Indiranagar,2024-02-06,24,24,0,100.0,0,1,0,1662.7,4,0.9459
DQ-0000424,BSCM-000015,Indiranagar,2023-01-12,24,24,0,100.0,0,0,0,276.6,1,0.8033
DQ-0000425,BSCM-000015,Indiranagar,2024-09-22,24,24,0,100.0,0,1,0,1878.3,2,0.8741
DQ-0000426,BSCM-000015,Indiranagar,2023-10-05,24,24,0,100.0,0,1,0,1312.0,5,0.92
DQ-0000427,BSCM-000015,Indiranagar,2024-12-24,24,24,0,100.0,0,2,0,634.3,4,0.9783
DQ-0000428,BSCM-000015,Indiranagar,2023-07-11,24,24,0,100.0,0,2,0,633.1,2,0.8182
DQ-0000429,BSCM-000015,Indiranagar,2023-09-16,24,18,6,75.0,5,2,0,508.2,2,0.6524
DQ-0000430,BSCM-000015,Indiranagar,2023-08-22,24,24,0,100.0,0,2,0,1168.4,4,0.898
DQ-0000431,BSCM-000015,Indiranagar,2024-10-06,24,22,2,91.67,0,1,0,1214.9,5,0.8639
DQ-0000432,BSCM-000015,Indiranagar,2023-05-10,24,24,0,100.0,0,1,0,690.7,2,0.8265
DQ-0000433,BSCM-000015,Indiranagar,2024-07-08,24,20,4,83.33,0,2,0,99.5,3,0.8636
DQ-0000434,BSCM-000015,Indiranagar,2024-08-20,24,24,0,100.0,0,1,0,172.8,1,0.9326
DQ-0000435,BSCM-000015,Indiranagar,2023-11-13,24,23,1,95.83,1,1,0,1834.7,0,0.9457
DQ-0000436,BSCM-000015,Indiranagar,2023-06-02,24,24,0,100.0,0,0,0,547.6,0,0.9952
DQ-0000437,BSCM-000015,Indiranagar,2024-09-27,24,24,0,100.0,0,0,0,233.2,5,0.9966
DQ-0000438,BSCM-000015,Indiranagar,2023-05-24,24,24,0,100.0,0,0,0,2280.4,0,0.8211
DQ-0000439,BSCM-000015,Indiranagar,2024-06-21,24,18,6,75.0,2,2,0,418.2,3,0.9999
DQ-0000440,BSCM-000015,Indiranagar,2023-08-29,24,24,0,100.0,0,2,0,1171.5,4,0.9025
DQ-0000441,BSCM-000015,Indiranagar,2024-04-21,24,24,0,100.0,0,2,0,2391.9,3,0.8504
DQ-0000442,BSCM-000015,Indiranagar,2023-01-07,24,22,2,91.67,0,0,0,77.4,0,0.8495
DQ-0000443,BSCM-000015,Indiranagar,2024-08-18,24,24,0,100.0,0,1,0,1522.9,4,0.9159
DQ-0000444,BSCM-000015,Indiranagar,2023-11-12,24,24,0,100.0,0,0,0,203.5,5,0.8354
DQ-0000445,BSCM-000015,Indiranagar,2024-03-25,24,24,0,100.0,0,1,0,2196.2,2,0.9837
DQ-0000446,BSCM-000015,Indiranagar,2024-10-28,24,24,0,100.0,0,2,0,373.9,3,0.9151
DQ-0000447,BSCM-000015,Indiranagar,2024-09-23,24,24,0,100.0,0,1,0,2029.8,3,0.997
DQ-0000448,BSCM-000015,Indiranagar,2024-12-05,24,20,4,83.33,2,1,0,1990.2,3,0.9232
DQ-0000449,BSCM-000015,Indiranagar,2024-02-29,24,24,0,100.0,0,1,0,1107.6,5,0.8013
DQ-0000450,BSCM-000015,Indiranagar,2024-11-20,24,20,4,83.33,2,1,0,2334.2,4,0.8387
DQ-0000451,BSCM-000016,Koramangala,2023-03-11,24,22,2,91.67,0,0,0,2147.1,5,0.9589
DQ-0000452,BSCM-000016,Koramangala,2024-10-04,24,24,0,100.0,0,2,0,1918.1,4,0.8298
DQ-0000453,BSCM-000016,Koramangala,2024-02-06,24,23,1,95.83,1,2,0,410.5,4,0.8876
DQ-0000454,BSCM-000016,Koramangala,2023-01-12,24,23,1,95.83,0,0,0,2149.0,5,0.8015
DQ-0000455,BSCM-000016,Koramangala,2024-09-22,24,18,6,75.0,3,0,0,2140.7,3,0.8807
DQ-0000456,BSCM-000016,Koramangala,2023-10-05,24,24,0,100.0,0,1,0,2129.4,5,0.8186
DQ-0000457,BSCM-000016,Koramangala,2024-12-24,24,12,12,50.0,12,2,0,1454.4,0,0.9171
DQ-0000458,BSCM-000016,Koramangala,2023-07-11,24,24,0,100.0,0,2,0,1280.1,3,0.9925
DQ-0000459,BSCM-000016,Koramangala,2023-09-16,24,24,0,100.0,0,2,0,2371.0,0,0.8966
DQ-0000460,BSCM-000016,Koramangala,2023-08-22,24,24,0,100.0,0,1,0,347.1,2,0.9476
DQ-0000461,BSCM-000016,Koramangala,2024-10-06,24,24,0,100.0,0,0,0,894.4,4,0.9073
DQ-0000462,BSCM-000016,Koramangala,2023-05-10,24,21,3,87.5,2,0,1,438.9,2,0.9769
DQ-0000463,BSCM-000016,Koramangala,2024-07-08,24,24,0,100.0,0,0,0,1386.0,5,0.8017
DQ-0000464,BSCM-000016,Koramangala,2024-08-20,24,24,0,100.0,0,0,0,1284.3,2,0.8276
DQ-0000465,BSCM-000016,Koramangala,2023-11-13,24,24,0,100.0,0,1,0,877.6,4,0.9323
DQ-0000466,BSCM-000016,Koramangala,2023-06-02,24,24,0,100.0,0,0,0,1886.3,5,0.858
DQ-0000467,BSCM-000016,Koramangala,2024-09-27,24,24,0,100.0,0,0,0,2081.8,0,0.9888
DQ-0000468,BSCM-000016,Koramangala,2023-05-24,24,24,0,100.0,0,0,1,399.1,2,0.815
DQ-0000469,BSCM-000016,Koramangala,2024-06-21,24,20,4,83.33,1,0,0,1144.9,0,0.9313
DQ-0000470,BSCM-000016,Koramangala,2023-08-29,24,23,1,95.83,0,0,0,1062.6,0,0.9936
DQ-0000471,BSCM-000016,Koramangala,2024-04-21,24,24,0,100.0,0,1,0,882.3,3,0.8041
DQ-0000472,BSCM-000016,Koramangala,2023-01-07,24,23,1,95.83,1,1,0,2101.4,2,0.8827
DQ-0000473,BSCM-000016,Koramangala,2024-08-18,24,18,6,75.0,4,2,0,1051.2,1,0.603
DQ-0000474,BSCM-000016,Koramangala,2023-11-12,24,24,0,100.0,0,2,1,2488.7,2,0.9154
DQ-0000475,BSCM-000016,Koramangala,2024-03-25,24,24,0,100.0,0,2,0,1124.5,5,0.9337
DQ-0000476,BSCM-000016,Koramangala,2024-10-28,24,24,0,100.0,0,2,0,2437.5,0,0.9605
DQ-0000477,BSCM-000016,Koramangala,2024-09-23,24,24,0,100.0,0,0,0,661.0,0,0.9311
DQ-0000478,BSCM-000016,Koramangala,2024-12-05,24,24,0,100.0,0,0,0,2226.8,5,0.8181
DQ-0000479,BSCM-000016,Koramangala,2024-02-29,24,22,2,91.67,0,2,0,1229.3,1,0.9325
DQ-0000480,BSCM-000016,Koramangala,2024-11-20,24,24,0,100.0,0,2,0,1064.8,0,0.9136
DQ-0000481,BSCM-000017,Hebbal,2023-03-11,24,22,2,91.67,1,1,0,2225.6,3,0.9119
DQ-0000482,BSCM-000017,Hebbal,2024-10-04,24,22,2,91.67,0,1,0,2131.5,4,0.851
DQ-0000483,BSCM-000017,Hebbal,2024-02-06,24,24,0,100.0,0,1,0,406.9,4,0.8845
DQ-0000484,BSCM-000017,Hebbal,2023-01-12,24,24,0,100.0,0,1,0,1866.9,3,0.9321
DQ-0000485,BSCM-000017,Hebbal,2024-09-22,24,20,4,83.33,3,0,0,293.8,5,0.9692
DQ-0000486,BSCM-000017,Hebbal,2023-10-05,24,24,0,100.0,0,2,0,802.3,1,0.9688
