audit_id,meter_id,zone,action_timestamp,action_type,inspector_id,outcome,remarks,fine_inr,follow_up_date,related_alert_id
AUD-0000201,BSCM-000393,Jayanagar,2024-12-29 22:00:00,Field Inspection,INS-0002,Pass,Meter seal intact,0.0,,ALT-002263
AUD-0000202,BSCM-000091,Electronic City,2024-05-29 16:00:00,Reading Correction,INS-0005,Fail,Normal reading verified,0.0,,
AUD-0000203,BSCM-000401,BTM Layout,2023-06-25 01:00:00,Physical Audit,INS-0007,Pass,Normal reading verified,0.0,,
AUD-0000204,BSCM-000373,Indiranagar,2023-07-06 05:00:00,Reconnection,INS-0008,Pass,,0.0,,
AUD-0000205,BSCM-000140,Koramangala,2024-03-09 09:00:00,Field Inspection,INS-0001,Pending,Normal reading verified,0.0,2024-04-02,ALT-002497
AUD-0000206,BSCM-000282,Hebbal,2023-05-03 20:00:00,FIR Filed,INS-0008,Fail,No access to premises,9399.74,,ALT-000099
AUD-0000207,BSCM-000148,Indiranagar,2023-07-29 20:00:00,Reconnection,INS-0011,Pass,,0.0,,
AUD-0000208,BSCM-000461,Indiranagar,2024-12-19 15:00:00,Meter Replacement,INS-0001,Pending,Seal broken — theft suspected,0.0,2025-01-07,
AUD-0000209,BSCM-000324,Jayanagar,2023-07-17 00:00:00,Reading Correction,INS-0011,Pass,Bypass wire found,0.0,,
AUD-0000210,BSCM-000151,Rajajinagar,2024-05-09 07:00:00,Reading Correction,INS-0005,Pending,,0.0,2024-06-03,
AUD-0000211,BSCM-000307,Indiranagar,2023-12-29 04:00:00,Reading Correction,INS-0008,Pass,Meter dead — replaced,0.0,,
AUD-0000212,BSCM-000439,Indiranagar,2023-03-31 21:00:00,Tariff Update,INS-0001,Escalated,Meter seal intact,0.0,2023-05-29,
AUD-0000213,BSCM-000313,Whitefield,2024-09-26 23:00:00,FIR Filed,INS-0004,Pass,Meter dead — replaced,0.0,,ALT-002519
AUD-0000214,BSCM-000177,BTM Layout,2023-12-29 11:00:00,Reading Correction,INS-0007,Pass,,0.0,,
AUD-0000215,BSCM-000028,Electronic City,2024-12-24 01:00:00,Seal Verification,INS-0011,Pass,,0.0,,
AUD-0000216,BSCM-000498,Indiranagar,2023-12-06 16:00:00,Notice Issued,INS-0017,Pending,Meter dead — replaced,0.0,2024-01-16,
AUD-0000217,BSCM-000419,BTM Layout,2024-03-22 21:00:00,Meter Replacement,INS-0014,Pass,Meter dead — replaced,0.0,,
AUD-0000218,BSCM-000045,Hebbal,2024-03-10 08:00:00,Notice Issued,INS-0007,Fail,Meter dead — replaced,5223.64,,
AUD-0000219,BSCM-000363,Jayanagar,2023-06-17 18:00:00,FIR Filed,INS-0006,Pass,Meter seal intact,0.0,,ALT-000447
AUD-0000220,BSCM-000242,BTM Layout,2024-10-08 01:00:00,Seal Verification,INS-0013,Pass,Consumer cooperative,0.0,,
AUD-0000221,BSCM-000401,BTM Layout,2024-04-29 05:00:00,Physical Audit,INS-0003,Pass,Normal reading verified,0.0,,
AUD-0000222,BSCM-000369,BTM Layout,2023-01-19 10:00:00,Reconnection,INS-0001,Fail,,0.0,,
AUD-0000223,BSCM-000178,Marathahalli,2023-01-19 13:00:00,Disconnection Order,INS-0009,Pass,,0.0,,
AUD-0000224,BSCM-000118,Rajajinagar,2023-02-22 10:00:00,Reconnection,INS-0007,Pending,No access to premises,0.0,2023-03-17,
AUD-0000225,BSCM-000021,Electronic City,2023-10-21 23:00:00,Seal Verification,INS-0018,Escalated,Meter seal intact,0.0,2023-11-24,
AUD-0000226,BSCM-000045,Hebbal,2024-09-27 22:00:00,Disconnection Order,INS-0014,Escalated,Meter seal intact,0.0,2024-11-15,
AUD-0000227,BSCM-000210,Yelahanka,2023-02-16 02:00:00,Notice Issued,INS-0010,Pass,Meter dead — replaced,0.0,,
AUD-0000228,BSCM-000333,BTM Layout,2024-10-05 19:00:00,Reconnection,INS-0014,Fail,Meter dead — replaced,0.0,,
AUD-0000229,BSCM-000456,Whitefield,2023-04-09 13:00:00,Reading Correction,INS-0020,Pending,No access to premises,0.0,2023-05-28,
AUD-0000230,BSCM-000040,Hebbal,2023-02-13 14:00:00,Notice Issued,INS-0003,Pass,No access to premises,0.0,,
AUD-0000231,BSCM-000197,Indiranagar,2023-05-30 03:00:00,Reading Correction,INS-0018,Pass,Meter dead — replaced,0.0,,
AUD-0000232,BSCM-000309,Marathahalli,2023-10-01 21:00:00,Physical Audit,INS-0015,Escalated,,0.0,2023-10-12,
AUD-0000233,BSCM-000180,Whitefield,2024-01-19 23:00:00,Tariff Update,INS-0014,Pass,No access to premises,0.0,,
AUD-0000234,BSCM-000152,Whitefield,2024-10-26 09:00:00,Physical Audit,INS-0002,Pass,Normal reading verified,0.0,,
AUD-0000235,BSCM-000463,Whitefield,2023-11-05 02:00:00,Seal Verification,INS-0005,Pass,Seal broken — theft suspected,0.0,,
AUD-0000236,BSCM-000207,Indiranagar,2024-10-21 20:00:00,Disconnection Order,INS-0010,Escalated,No access to premises,0.0,2024-11-16,
AUD-0000237,BSCM-000017,Hebbal,2024-03-09 16:00:00,Field Inspection,INS-0017,Escalated,Meter seal intact,0.0,2024-04-22,ALT-002650
AUD-0000238,BSCM-000172,Jayanagar,2023-07-11 00:00:00,Tariff Update,INS-0014,Pass,Seal broken — theft suspected,0.0,,
AUD-0000239,BSCM-000344,Whitefield,2024-08-20 00:00:00,Tariff Update,INS-0008,Pass,Meter dead — replaced,0.0,,
AUD-0000240,BSCM-000276,Yelahanka,2024-10-20 01:00:00,Reconnection,INS-0008,Pass,Seal broken — theft suspected,0.0,,
AUD-0000241,BSCM-000455,Indiranagar,2024-01-16 05:00:00,Meter Replacement,INS-0007,Pass,Normal reading verified,0.0,,
AUD-0000242,BSCM-000289,Jayanagar,2024-01-21 07:00:00,Tariff Update,INS-0014,Escalated,Meter seal intact,0.0,2024-03-20,
AUD-0000243,BSCM-000348,BTM Layout,2023-06-28 12:00:00,Meter Replacement,INS-0012,Pass,No access to premises,0.0,,
AUD-0000244,BSCM-000495,Jayanagar,2024-07-07 01:00:00,Physical Audit,INS-0001,Escalated,Seal broken — theft suspected,0.0,2024-09-01,
AUD-0000245,BSCM-000352,Electronic City,2023-12-16 14:00:00,Physical Audit,INS-0006,Pending,Consumer cooperative,0.0,2024-01-04,
AUD-0000246,BSCM-000493,Yelahanka,2024-04-21 14:00:00,Physical Audit,INS-0017,Pass,Meter dead — replaced,0.0,,
AUD-0000247,BSCM-000183,BTM Layout,2024-07-23 09:00:00,Seal Verification,INS-0002,Pass,Seal broken — theft suspected,0.0,,
AUD-0000248,BSCM-000493,Yelahanka,2023-05-04 18:00:00,Notice Issued,INS-0008,Pass,Meter dead — replaced,0.0,,
AUD-0000249,BSCM-000219,Indiranagar,2024-09-13 01:00:00,Tariff Update,INS-0020,Pass,Normal reading verified,0.0,,
AUD-0000250,BSCM-000308,Indiranagar,2023-03-08 03:00:00,Disconnection Order,INS-0006,Fail,Meter seal intact,0.0,,
AUD-0000251,BSCM-000239,Yelahanka,2024-08-27 21:00:00,Field Inspection,INS-0009,Escalated,Meter seal intact,0.0,2024-10-19,ALT-000916
AUD-0000252,BSCM-000491,Indiranagar,2023-09-17 07:00:00,Field Inspection,INS-0010,Pass,Meter dead — replaced,0.0,,ALT-003058
AUD-0000253,BSCM-000383,Rajajinagar,2023-04-28 23:00:00,Disconnection Order,INS-0013,Pass,Seal broken — theft suspected,0.0,,
AUD-0000254,BSCM-000010,Jayanagar,2024-03-25 16:00:00,Meter Replacement,INS-0010,Escalated,Consumer cooperative,0.0,2024-04-30,
AUD-0000255,BSCM-000048,BTM Layout,2024-09-15 08:00:00,Tariff Update,INS-0018,Escalated,Seal broken — theft suspected,0.0,2024-10-17,
AUD-0000256,BSCM-000373,Indiranagar,2023-09-11 21:00:00,Seal Verification,INS-0011,Pass,Consumer cooperative,0.0,,
AUD-0000257,BSCM-000234,Electronic City,2024-03-12 09:00:00,Tariff Update,INS-0009,Escalated,Meter seal intact,0.0,2024-04-06,
AUD-0000258,BSCM-000104,Whitefield,2024-10-31 20:00:00,Physical Audit,INS-0009,Pending,No access to premises,0.0,2024-12-29,
AUD-0000259,BSCM-000173,Jayanagar,2023-03-27 14:00:00,Disconnection Order,INS-0012,Escalated,Bypass wire found,0.0,2023-04-20,
AUD-0000260,BSCM-000071,Electronic City,2024-09-10 22:00:00,Field Inspection,INS-0002,Pass,Bypass wire found,0.0,,ALT-000550
AUD-0000261,BSCM-000467,Whitefield,2024-08-26 12:00:00,Seal Verification,INS-0016,Fail,Meter seal intact,0.0,,
AUD-0000262,BSCM-000173,Jayanagar,2023-05-08 06:00:00,Meter Replacement,INS-0009,Pass,Consumer cooperative,0.0,,
AUD-0000263,BSCM-000201,Yelahanka,2023-08-12 04:00:00,Physical Audit,INS-0019,Pass,Meter dead — replaced,0.0,,
AUD-0000264,BSCM-000047,Hebbal,2024-05-04 11:00:00,Physical Audit,INS-0015,Pass,Consumer cooperative,0.0,,
AUD-0000265,BSCM-000016,Koramangala,2024-03-04 20:00:00,Notice Issued,INS-0020,Pass,Bypass wire found,0.0,,
AUD-0000266,BSCM-000348,BTM Layout,2023-05-22 14:00:00,Tariff Update,INS-0015,Fail,Seal broken — theft suspected,0.0,,
AUD-0000267,BSCM-000029,Whitefield,2023-11-29 11:00:00,Meter Replacement,INS-0002,Escalated,Seal broken — theft suspected,0.0,2024-01-04,
AUD-0000268,BSCM-000152,Whitefield,2024-07-29 11:00:00,Tariff Update,INS-0009,Pending,Bypass wire found,0.0,2024-09-11,
AUD-0000269,BSCM-000450,Yelahanka,2023-02-15 03:00:00,Tariff Update,INS-0016,Pass,,0.0,,
AUD-0000270,BSCM-000337,Marathahalli,2024-01-03 07:00:00,Disconnection Order,INS-0009,Fail,Meter seal intact,0.0,,
AUD-0000271,BSCM-000354,Rajajinagar,2023-09-17 11:00:00,Field Inspection,INS-0013,Pass,Meter seal intact,0.0,,ALT-003016
AUD-0000272,BSCM-000148,Indiranagar,2023-03-31 14:00:00,FIR Filed,INS-0005,Pending,Meter dead — replaced,0.0,2023-05-28,ALT-000712
AUD-0000273,BSCM-000118,Rajajinagar,2023-02-18 05:00:00,Seal Verification,INS-0015,Fail,Bypass wire found,0.0,,
AUD-0000274,BSCM-000472,Whitefield,2023-08-03 21:00:00,Disconnection Order,INS-0008,Pass,No access to premises,0.0,,
AUD-0000275,BSCM-000178,Marathahalli,2023-01-24 08:00:00,Seal Verification,INS-0011,Escalated,Normal reading verified,0.0,2023-03-14,
AUD-0000276,BSCM-000366,BTM Layout,2024-04-16 23:00:00,Physical Audit,INS-0016,Pass,No access to premises,0.0,,
AUD-0000277,BSCM-000436,Rajajinagar,2023-05-05 16:00:00,Disconnection Order,INS-0009,Escalated,Seal broken — theft suspected,0.0,2023-06-27,
AUD-0000278,BSCM-000254,Whitefield,2024-06-08 09:00:00,Disconnection Order,INS-0003,Pass,Bypass wire found,0.0,,
AUD-0000279,BSCM-000267,BTM Layout,2024-09-06 11:00:00,Reading Correction,INS-0010,Escalated,Consumer cooperative,0.0,2024-10-09,
AUD-0000280,BSCM-000286,Yelahanka,2023-06-08 22:00:00,Seal Verification,INS-0005,Pass,Consumer cooperative,0.0,,
AUD-0000281,BSCM-000085,Koramangala,2023-09-08 21:00:00,Seal Verification,INS-0002,Pass,No access to premises,0.0,,
AUD-0000282,BSCM-000287,Koramangala,2023-05-10 16:00:00,Physical Audit,INS-0017,Pass,Meter dead — replaced,0.0,,
AUD-0000283,BSCM-000488,Marathahalli,2024-07-26 18:00:00,Seal Verification,INS-0007,Pending,Seal broken — theft suspected,0.0,2024-09-16,
AUD-0000284,BSCM-000226,Hebbal,2023-11-25 00:00:00,Reading Correction,INS-0015,Pending,Meter dead — replaced,0.0,2023-12-17,
AUD-0000285,BSCM-000158,Electronic City,2023-11-06 02:00:00,Seal Verification,INS-0002,Pass,Normal reading verified,0.0,,
AUD-0000286,BSCM-000310,Indiranagar,2024-08-15 13:00:00,Reading Correction,INS-0013,Pending,No access to premises,0.0,2024-09-10,
AUD-0000287,BSCM-000032,Yelahanka,2024-12-04 01:00:00,Physical Audit,INS-0016,Pass,Consumer cooperative,0.0,,
AUD-0000288,BSCM-000317,Whitefield,2024-10-12 00:00:00,Meter Replacement,INS-0020,Escalated,No access to premises,0.0,2024-11-15,
AUD-0000289,BSCM-000209,Hebbal,2023-06-05 22:00:00,Field Inspection,INS-0014,Pending,Meter seal intact,0.0,2023-07-15,ALT-002290
AUD-0000290,BSCM-000478,Indiranagar,2023-11-12 10:00:00,Reading Correction,INS-0019,Pass,No access to premises,0.0,,
AUD-0000291,BSCM-000103,BTM Layout,2023-10-21 08:00:00,Reading Correction,INS-0017,Pass,,0.0,,
AUD-0000292,BSCM-000014,BTM Layout,2024-04-05 18:00:00,Notice Issued,INS-0016,Escalated,,0.0,2024-05-28,
AUD-0000293,BSCM-000176,Hebbal,2024-11-24 18:00:00,Seal Verification,INS-0004,Pass,,0.0,,
AUD-0000294,BSCM-000345,Rajajinagar,2023-02-20 04:00:00,Notice Issued,INS-0011,Fail,Seal broken — theft suspected,2440.51,,
AUD-0000295,BSCM-000285,Indiranagar,2024-01-09 15:00:00,Tariff Update,INS-0003,Pass,,0.0,,
AUD-0000296,BSCM-000260,Whitefield,2023-09-08 08:00:00,FIR Filed,INS-0016,Fail,Seal broken — theft suspected,8667.7,,ALT-001009
AUD-0000297,BSCM-000476,Rajajinagar,2023-12-27 06:00:00,Reading Correction,INS-0003,Pass,,0.0,,
AUD-0000298,BSCM-000021,Electronic City,2024-04-07 05:00:00,Notice Issued,INS-0019,Pending,Seal broken — theft suspected,0.0,2024-06-02,
AUD-0000299,BSCM-000207,Indiranagar,2023-01-27 11:00:00,Physical Audit,INS-0014,Pass,Bypass wire found,0.0,,
AUD-0000300,BSCM-000321,Hebbal,2024-06-30 17:00:00,Reading Correction,INS-0013,Pass,Consumer cooperative,0.0,,
AUD-0000301,BSCM-000026,BTM Layout,2023-04-19 09:00:00,Meter Replacement,INS-0016,Fail,Bypass wire found,0.0,,
AUD-0000302,BSCM-000325,Marathahalli,2024-06-28 04:00:00,Notice Issued,INS-0018,Pass,Consumer cooperative,0.0,,
AUD-0000303,BSCM-000230,Koramangala,2024-05-16 04:00:00,Field Inspection,INS-0012,Fail,No access to premises,0.0,,ALT-001197
AUD-0000304,BSCM-000324,Jayanagar,2024-09-07 22:00:00,Reading Correction,INS-0019,Pending,Normal reading verified,0.0,2024-10-30,
AUD-0000305,BSCM-000304,BTM Layout,2023-09-23 02:00:00,Reconnection,INS-0012,Pass,Bypass wire found,0.0,,
AUD-0000306,BSCM-000101,Indiranagar,2024-06-02 18:00:00,Physical Audit,INS-0007,Pending,Meter dead — replaced,0.0,2024-07-29,
AUD-0000307,BSCM-000320,Koramangala,2023-08-19 01:00:00,Reading Correction,INS-0005,Pass,Meter seal intact,0.0,,
AUD-0000308,BSCM-000212,Hebbal,2024-07-17 09:00:00,Notice Issued,INS-0014,Pending,No access to premises,0.0,2024-08-17,
AUD-0000309,BSCM-000455,Indiranagar,2024-01-14 22:00:00,Tariff Update,INS-0013,Pending,Normal reading verified,0.0,2024-03-12,
AUD-0000310,BSCM-000005,Hebbal,2024-06-07 23:00:00,Field Inspection,INS-0014,Pass,No access to premises,0.0,,ALT-000443
AUD-0000311,BSCM-000072,Hebbal,2023-09-08 10:00:00,FIR Filed,INS-0002,Fail,No access to premises,2145.35,,ALT-001545
AUD-0000312,BSCM-000463,Whitefield,2023-11-09 14:00:00,FIR Filed,INS-0004,Escalated,Seal broken — theft suspected,0.0,2024-01-08,ALT-001921
AUD-0000313,BSCM-000075,Marathahalli,2024-02-18 02:00:00,Meter Replacement,INS-0016,Pending,No access to premises,0.0,2024-03-28,
AUD-0000314,BSCM-000331,Jayanagar,2023-03-25 20:00:00,FIR Filed,INS-0017,Pass,No access to premises,0.0,,ALT-002954
AUD-0000315,BSCM-000099,Rajajinagar,2023-01-11 07:00:00,Seal Verification,INS-0008,Escalated,,0.0,2023-02-22,
AUD-0000316,BSCM-000417,Yelahanka,2023-06-08 02:00:00,Notice Issued,INS-0009,Pass,Meter seal intact,0.0,,
AUD-0000317,BSCM-000496,Indiranagar,2024-06-07 17:00:00,Field Inspection,INS-0005,Pass,Normal reading verified,0.0,,ALT-000049
AUD-0000318,BSCM-000023,Koramangala,2023-09-09 09:00:00,Tariff Update,INS-0007,Pending,Bypass wire found,0.0,2023-10-08,
AUD-0000319,BSCM-000179,Yelahanka,2023-08-30 07:00:00,Reconnection,INS-0013,Pass,Consumer cooperative,0.0,,
AUD-0000320,BSCM-000206,Koramangala,2023-10-29 07:00:00,Disconnection Order,INS-0002,Escalated,Meter seal intact,0.0,2023-11-28,
AUD-0000321,BSCM-000341,Whitefield,2024-12-18 14:00:00,Reading Correction,INS-0014,Pass,Normal reading verified,0.0,,
AUD-0000322,BSCM-000205,BTM Layout,2024-07-12 19:00:00,Tariff Update,INS-0005,Pass,Bypass wire found,0.0,,
AUD-0000323,BSCM-000465,Jayanagar,2023-10-08 16:00:00,Notice Issued,INS-0009,Pass,Bypass wire found,0.0,,
AUD-0000324,BSCM-000156,Rajajinagar,2024-05-16 12:00:00,Disconnection Order,INS-0014,Pending,Meter dead — replaced,0.0,2024-06-09,
AUD-0000325,BSCM-000383,Rajajinagar,2023-01-27 18:00:00,Physical Audit,INS-0007,Pass,Meter dead — replaced,0.0,,
AUD-0000326,BSCM-000497,Marathahalli,2024-02-05 20:00:00,Notice Issued,INS-0017,Fail,Seal broken — theft suspected,35202.89,,
AUD-0000327,BSCM-000170,BTM Layout,2023-09-05 19:00:00,Disconnection Order,INS-0001,Escalated,Normal reading verified,0.0,2023-10-06,
AUD-0000328,BSCM-000167,Jayanagar,2023-07-22 03:00:00,Tariff Update,INS-0019,Pass,,0.0,,
AUD-0000329,BSCM-000376,BTM Layout,2024-01-03 01:00:00,Disconnection Order,INS-0009,Pass,Bypass wire found,0.0,,
AUD-0000330,BSCM-000340,Yelahanka,2023-02-27 18:00:00,Seal Verification,INS-0017,Pass,No access to premises,0.0,,
AUD-0000331,BSCM-000083,Electronic City,2024-05-09 17:00:00,FIR Filed,INS-0016,Pass,Bypass wire found,0.0,,ALT-000463
AUD-0000332,BSCM-000217,Marathahalli,2024-07-03 16:00:00,Tariff Update,INS-0019,Pass,,0.0,,
AUD-0000333,BSCM-000080,Marathahalli,2023-08-14 08:00:00,Reconnection,INS-0007,Pass,,0.0,,
AUD-0000334,BSCM-000392,Electronic City,2024-03-03 11:00:00,Physical Audit,INS-0014,Pass,Meter dead — replaced,0.0,,
AUD-0000335,BSCM-000085,Koramangala,2024-04-30 21:00:00,Meter Replacement,INS-0017,Pass,Meter seal intact,0.0,,
AUD-0000336,BSCM-000111,Koramangala,2024-02-15 04:00:00,FIR Filed,INS-0006,Pass,Seal broken — theft suspected,0.0,,ALT-001029
AUD-0000337,BSCM-000051,Whitefield,2023-08-09 06:00:00,Reading Correction,INS-0013,Fail,Seal broken — theft suspected,0.0,,
AUD-0000338,BSCM-000381,Indiranagar,2024-08-14 22:00:00,Reading Correction,INS-0014,Pass,No access to premises,0.0,,
AUD-0000339,BSCM-000372,Electronic City,2023-01-28 17:00:00,Physical Audit,INS-0004,Pass,,0.0,,
AUD-0000340,BSCM-000157,Indiranagar,2023-01-19 20:00:00,Meter Replacement,INS-0002,Pass,Normal reading verified,0.0,,
AUD-0000341,BSCM-000394,Indiranagar,2023-09-08 05:00:00,FIR Filed,INS-0002,Pending,Consumer cooperative,0.0,2023-10-30,ALT-003084
AUD-0000342,BSCM-000166,Marathahalli,2023-03-21 13:00:00,FIR Filed,INS-0002,Escalated,Meter dead — replaced,0.0,2023-04-02,ALT-000437
AUD-0000343,BSCM-000196,Indiranagar,2023-11-04 12:00:00,Disconnection Order,INS-0015,Pass,Consumer cooperative,0.0,,
AUD-0000344,BSCM-000500,Yelahanka,2023-11-06 01:00:00,Physical Audit,INS-0003,Escalated,Meter dead — replaced,0.0,2023-12-01,
AUD-0000345,BSCM-000399,Hebbal,2024-12-27 21:00:00,Seal Verification,INS-0013,Pending,,0.0,2025-02-03,
AUD-0000346,BSCM-000059,Indiranagar,2023-07-09 18:00:00,Meter Replacement,INS-0001,Pass,Normal reading verified,0.0,,
AUD-0000347,BSCM-000189,BTM Layout,2024-08-15 16:00:00,Field Inspection,INS-0015,Pending,Meter seal intact,0.0,2024-08-23,ALT-000973
AUD-0000348,BSCM-000335,Whitefield,2024-06-23 12:00:00,Disconnection Order,INS-0004,Pass,Consumer cooperative,0.0,,
AUD-0000349,BSCM-000225,Indiranagar,2023-12-31 21:00:00,Meter Replacement,INS-0016,Pass,Normal reading verified,0.0,,
AUD-0000350,BSCM-000426,Koramangala,2023-09-13 04:00:00,Physical Audit,INS-0020,Pass,,0.0,,
AUD-0000351,BSCM-000281,Whitefield,2023-11-28 02:00:00,Tariff Update,INS-0003,Pass,,0.0,,
AUD-0000352,BSCM-000204,Rajajinagar,2024-08-04 00:00:00,Tariff Update,INS-0011,Escalated,Normal reading verified,0.0,2024-09-14,
AUD-0000353,BSCM-000321,Hebbal,2024-03-16 17:00:00,Disconnection Order,INS-0014,Pending,Consumer cooperative,0.0,2024-04-30,
AUD-0000354,BSCM-000492,Whitefield,2023-02-19 22:00:00,Disconnection Order,INS-0010,Fail,Bypass wire found,0.0,,
AUD-0000355,BSCM-000379,Yelahanka,2023-08-01 14:00:00,Seal Verification,INS-0006,Pass,Seal broken — theft suspected,0.0,,
AUD-0000356,BSCM-000239,Yelahanka,2023-07-16 03:00:00,Reconnection,INS-0019,Pending,Bypass wire found,0.0,2023-08-05,
AUD-0000357,BSCM-000123,Jayanagar,2024-01-29 10:00:00,Tariff Update,INS-0013,Pass,Bypass wire found,0.0,,
AUD-0000358,BSCM-000329,Jayanagar,2024-03-12 07:00:00,Disconnection Order,INS-0007,Pass,Consumer cooperative,0.0,,
AUD-0000359,BSCM-000250,Rajajinagar,2023-08-02 07:00:00,Seal Verification,INS-0006,Pass,Bypass wire found,0.0,,
AUD-0000360,BSCM-000411,Hebbal,2024-06-03 04:00:00,Field Inspection,INS-0011,Fail,Consumer cooperative,0.0,,ALT-000496
AUD-0000361,BSCM-000377,Indiranagar,2024-04-18 03:00:00,FIR Filed,INS-0005,Pass,Consumer cooperative,0.0,,ALT-000947
AUD-0000362,BSCM-000114,Marathahalli,2023-05-31 00:00:00,Reading Correction,INS-0010,Fail,Meter seal intact,0.0,,
AUD-0000363,BSCM-000273,Hebbal,2023-11-29 05:00:00,Physical Audit,INS-0016,Fail,Consumer cooperative,0.0,,
AUD-0000364,BSCM-000426,Koramangala,2024-11-16 21:00:00,FIR Filed,INS-0006,Pass,Consumer cooperative,0.0,,ALT-001630
AUD-0000365,BSCM-000037,Electronic City,2023-02-04 07:00:00,FIR Filed,INS-0020,Pending,,0.0,2023-03-15,ALT-002102
AUD-0000366,BSCM-000154,Whitefield,2023-02-04 15:00:00,Physical Audit,INS-0018,Pass,Meter dead — replaced,0.0,,
AUD-0000367,BSCM-000349,Hebbal,2024-10-01 22:00:00,Tariff Update,INS-0015,Pass,No access to premises,0.0,,
AUD-0000368,BSCM-000082,Koramangala,2024-12-01 16:00:00,Disconnection Order,INS-0004,Escalated,No access to premises,0.0,2025-01-20,
AUD-0000369,BSCM-000072,Hebbal,2024-01-21 16:00:00,Seal Verification,INS-0012,Pass,Bypass wire found,0.0,,
AUD-0000370,BSCM-000016,Koramangala,2024-03-22 19:00:00,Reading Correction,INS-0005,Pass,Seal broken — theft suspected,0.0,,
AUD-0000371,BSCM-000425,Electronic City,2023-10-30 05:00:00,Reconnection,INS-0004,Pass,Meter dead — replaced,0.0,,
AUD-0000372,BSCM-000369,BTM Layout,2024-02-16 12:00:00,Meter Replacement,INS-0013,Fail,Meter dead — replaced,0.0,,
AUD-0000373,BSCM-000044,Marathahalli,2024-07-12 10:00:00,Field Inspection,INS-0009,Fail,No access to premises,0.0,,ALT-000488
AUD-0000374,BSCM-000455,Indiranagar,2023-06-14 04:00:00,Disconnection Order,INS-0014,Fail,Meter seal intact,0.0,,
AUD-0000375,BSCM-000209,Hebbal,2023-01-30 15:00:00,Seal Verification,INS-0008,Pending,,0.0,2023-03-07,
AUD-0000376,BSCM-000172,Jayanagar,2024-04-24 19:00:00,Meter Replacement,INS-0007,Pending,,0.0,2024-06-05,
AUD-0000377,BSCM-000486,Whitefield,2023-09-17 08:00:00,Seal Verification,INS-0005,Fail,Meter dead — replaced,0.0,,
AUD-0000378,BSCM-000191,Yelahanka,2023-06-08 15:00:00,Seal Verification,INS-0008,Pass,Normal reading verified,0.0,,
AUD-0000379,BSCM-000038,Whitefield,2024-10-19 23:00:00,Reconnection,INS-0016,Pass,Consumer cooperative,0.0,,
AUD-0000380,BSCM-000147,Electronic City,2024-07-29 06:00:00,Reconnection,INS-0012,Pass,Seal broken — theft suspected,0.0,,
AUD-0000381,BSCM-000205,BTM Layout,2024-09-23 01:00:00,Reading Correction,INS-0006,Pass,No access to premises,0.0,,
AUD-0000382,BSCM-000448,Whitefield,2023-07-04 07:00:00,Meter Replacement,INS-0007,Fail,Normal reading verified,0.0,,
AUD-0000383,BSCM-000128,Jayanagar,2024-04-11 13:00:00,FIR Filed,INS-0001,Fail,Normal reading verified,11139.94,,ALT-001709
AUD-0000384,BSCM-000372,Electronic City,2023-08-13 13:00:00,Notice Issued,INS-0008,Pass,Bypass wire found,0.0,,
