metric_id,model_name,model_version,evaluation_date,metric_type,metric_value,dataset_size,training_date,feature_drift_psi,distribution_shift_detected,notes
MET-000229,LSTM-v2,2.1.0,2024-02-05,recall,0.6768,51633,2023-12-14,0.0377,False,Stable performance
MET-000230,LSTM-v2,2.1.0,2024-02-05,auc_roc,0.9137,51633,2023-12-14,0.0377,False,Stable performance
MET-000231,LSTM-v2,2.1.0,2024-02-05,rmse,2.019,51633,2023-12-14,0.0377,False,Stable performance
MET-000232,LSTM-v2,2.1.0,2024-02-05,coverage,0.849,51633,2023-12-14,0.0377,False,Stable performance
MET-000233,LSTM-v2,2.1.0,2024-02-05,latency_p99,125.347,51633,2023-12-14,0.0377,False,Stable performance
MET-000234,LSTM-v2,2.1.0,2024-02-05,false_positive_rate,0.1122,51633,2023-12-14,0.0377,False,Stable performance
MET-000235,XGBoost-v3,3.2.1,2024-02-05,mape_pct,0.0391,51992,2023-12-05,0.0548,False,Stable performance
MET-000236,XGBoost-v3,3.2.1,2024-02-05,f1_score,0.804,51992,2023-12-05,0.0548,False,Stable performance
MET-000237,XGBoost-v3,3.2.1,2024-02-05,precision,0.8235,51992,2023-12-05,0.0548,False,Stable performance
MET-000238,XGBoost-v3,3.2.1,2024-02-05,recall,0.6808,51992,2023-12-05,0.0548,False,Stable performance
MET-000239,XGBoost-v3,3.2.1,2024-02-05,auc_roc,0.916,51992,2023-12-05,0.0548,False,Stable performance
MET-000240,XGBoost-v3,3.2.1,2024-02-05,rmse,2.287,51992,2023-12-05,0.0548,False,Stable performance
MET-000241,XGBoost-v3,3.2.1,2024-02-05,coverage,0.8445,51992,2023-12-05,0.0548,False,Stable performance
MET-000242,XGBoost-v3,3.2.1,2024-02-05,latency_p99,144.5568,51992,2023-12-05,0.0548,False,Stable performance
MET-000243,XGBoost-v3,3.2.1,2024-02-05,false_positive_rate,0.1276,51992,2023-12-05,0.0548,False,Stable performance
MET-000244,TFT-v1,1.0.0,2024-02-05,mape_pct,0.0424,51550,2023-12-22,0.0997,False,Stable performance
MET-000245,TFT-v1,1.0.0,2024-02-05,f1_score,0.7517,51550,2023-12-22,0.0997,False,Stable performance
MET-000246,TFT-v1,1.0.0,2024-02-05,precision,0.8264,51550,2023-12-22,0.0997,False,Stable performance
MET-000247,TFT-v1,1.0.0,2024-02-05,recall,0.6802,51550,2023-12-22,0.0997,False,Stable performance
MET-000248,TFT-v1,1.0.0,2024-02-05,auc_roc,0.8937,51550,2023-12-22,0.0997,False,Stable performance
MET-000249,TFT-v1,1.0.0,2024-02-05,rmse,2.2946,51550,2023-12-22,0.0997,False,Stable performance
MET-000250,TFT-v1,1.0.0,2024-02-05,coverage,0.8598,51550,2023-12-22,0.0997,False,Stable performance
MET-000251,TFT-v1,1.0.0,2024-02-05,latency_p99,139.0837,51550,2023-12-22,0.0997,False,Stable performance
MET-000252,TFT-v1,1.0.0,2024-02-05,false_positive_rate,0.1319,51550,2023-12-22,0.0997,False,Stable performance
MET-000253,Ensemble-v4,4.1.0,2024-02-05,mape_pct,0.0358,52126,2023-12-21,0.0722,False,Stable performance
MET-000254,Ensemble-v4,4.1.0,2024-02-05,f1_score,0.7496,52126,2023-12-21,0.0722,False,Stable performance
MET-000255,Ensemble-v4,4.1.0,2024-02-05,precision,0.7902,52126,2023-12-21,0.0722,False,Stable performance
MET-000256,Ensemble-v4,4.1.0,2024-02-05,recall,0.7058,52126,2023-12-21,0.0722,False,Stable performance
MET-000257,Ensemble-v4,4.1.0,2024-02-05,auc_roc,0.8991,52126,2023-12-21,0.0722,False,Stable performance
MET-000258,Ensemble-v4,4.1.0,2024-02-05,rmse,1.5891,52126,2023-12-21,0.0722,False,Stable performance
MET-000259,Ensemble-v4,4.1.0,2024-02-05,coverage,0.8574,52126,2023-12-21,0.0722,False,Stable performance
MET-000260,Ensemble-v4,4.1.0,2024-02-05,latency_p99,137.5076,52126,2023-12-21,0.0722,False,Stable performance
MET-000261,Ensemble-v4,4.1.0,2024-02-05,false_positive_rate,0.1043,52126,2023-12-21,0.0722,False,Stable performance
MET-000262,TheftDetect-v2.1,2.1.5,2024-02-05,mape_pct,0.0333,52516,2023-12-06,0.0492,False,Stable performance
MET-000263,TheftDetect-v2.1,2.1.5,2024-02-05,f1_score,0.7566,52516,2023-12-06,0.0492,False,Stable performance
MET-000264,TheftDetect-v2.1,2.1.5,2024-02-05,precision,0.8257,52516,2023-12-06,0.0492,False,Stable performance
MET-000265,TheftDetect-v2.1,2.1.5,2024-02-05,recall,0.6794,52516,2023-12-06,0.0492,False,Stable performance
MET-000266,TheftDetect-v2.1,2.1.5,2024-02-05,auc_roc,0.8998,52516,2023-12-06,0.0492,False,Stable performance
MET-000267,TheftDetect-v2.1,2.1.5,2024-02-05,rmse,2.175,52516,2023-12-06,0.0492,False,Stable performance
MET-000268,TheftDetect-v2.1,2.1.5,2024-02-05,coverage,0.86,52516,2023-12-06,0.0492,False,Stable performance
MET-000269,TheftDetect-v2.1,2.1.5,2024-02-05,latency_p99,107.9625,52516,2023-12-06,0.0492,False,Stable performance
MET-000270,TheftDetect-v2.1,2.1.5,2024-02-05,false_positive_rate,0.1127,52516,2023-12-06,0.0492,False,Stable performance
MET-000271,LSTM-v2,2.1.0,2024-02-12,mape_pct,0.0356,51853,2023-12-21,0.08,False,Stable performance
MET-000272,LSTM-v2,2.1.0,2024-02-12,f1_score,0.7904,51853,2023-12-21,0.08,False,Stable performance
MET-000273,LSTM-v2,2.1.0,2024-02-12,precision,0.8069,51853,2023-12-21,0.08,False,Stable performance
MET-000274,LSTM-v2,2.1.0,2024-02-12,recall,0.6636,51853,2023-12-21,0.08,False,Stable performance
MET-000275,LSTM-v2,2.1.0,2024-02-12,auc_roc,0.8892,51853,2023-12-21,0.08,False,Stable performance
MET-000276,LSTM-v2,2.1.0,2024-02-12,rmse,2.2753,51853,2023-12-21,0.08,False,Stable performance
MET-000277,LSTM-v2,2.1.0,2024-02-12,coverage,0.8484,51853,2023-12-21,0.08,False,Stable performance
MET-000278,LSTM-v2,2.1.0,2024-02-12,latency_p99,138.9679,51853,2023-12-21,0.08,False,Stable performance
MET-000279,LSTM-v2,2.1.0,2024-02-12,false_positive_rate,0.1129,51853,2023-12-21,0.08,False,Stable performance
MET-000280,XGBoost-v3,3.2.1,2024-02-12,mape_pct,0.036,52212,2023-12-12,0.0738,False,Stable performance
MET-000281,XGBoost-v3,3.2.1,2024-02-12,f1_score,0.7568,52212,2023-12-12,0.0738,False,Stable performance
MET-000282,XGBoost-v3,3.2.1,2024-02-12,precision,0.7972,52212,2023-12-12,0.0738,False,Stable performance
MET-000283,XGBoost-v3,3.2.1,2024-02-12,recall,0.6967,52212,2023-12-12,0.0738,False,Stable performance
MET-000284,XGBoost-v3,3.2.1,2024-02-12,auc_roc,0.8962,52212,2023-12-12,0.0738,False,Stable performance
MET-000285,XGBoost-v3,3.2.1,2024-02-12,rmse,2.0883,52212,2023-12-12,0.0738,False,Stable performance
MET-000286,XGBoost-v3,3.2.1,2024-02-12,coverage,0.8533,52212,2023-12-12,0.0738,False,Stable performance
MET-000287,XGBoost-v3,3.2.1,2024-02-12,latency_p99,152.6231,52212,2023-12-12,0.0738,False,Stable performance
MET-000288,XGBoost-v3,3.2.1,2024-02-12,false_positive_rate,0.1322,52212,2023-12-12,0.0738,False,Stable performance
MET-000289,TFT-v1,1.0.0,2024-02-12,mape_pct,0.0346,51770,2023-12-29,0.0918,False,Stable performance
MET-000290,TFT-v1,1.0.0,2024-02-12,f1_score,0.7472,51770,2023-12-29,0.0918,False,Stable performance
MET-000291,TFT-v1,1.0.0,2024-02-12,precision,0.8177,51770,2023-12-29,0.0918,False,Stable performance
MET-000292,TFT-v1,1.0.0,2024-02-12,recall,0.6542,51770,2023-12-29,0.0918,False,Stable performance
MET-000293,TFT-v1,1.0.0,2024-02-12,auc_roc,0.8998,51770,2023-12-29,0.0918,False,Stable performance
MET-000294,TFT-v1,1.0.0,2024-02-12,rmse,2.0256,51770,2023-12-29,0.0918,False,Stable performance
MET-000295,TFT-v1,1.0.0,2024-02-12,coverage,0.8449,51770,2023-12-29,0.0918,False,Stable performance
MET-000296,TFT-v1,1.0.0,2024-02-12,latency_p99,156.6875,51770,2023-12-29,0.0918,False,Stable performance
MET-000297,TFT-v1,1.0.0,2024-02-12,false_positive_rate,0.1337,51770,2023-12-29,0.0918,False,Stable performance
MET-000298,Ensemble-v4,4.1.0,2024-02-12,mape_pct,0.0421,52346,2023-12-28,0.0966,False,Stable performance
MET-000299,Ensemble-v4,4.1.0,2024-02-12,f1_score,0.7538,52346,2023-12-28,0.0966,False,Stable performance
MET-000300,Ensemble-v4,4.1.0,2024-02-12,precision,0.7943,52346,2023-12-28,0.0966,False,Stable performance
MET-000301,Ensemble-v4,4.1.0,2024-02-12,recall,0.6673,52346,2023-12-28,0.0966,False,Stable performance
MET-000302,Ensemble-v4,4.1.0,2024-02-12,auc_roc,0.8965,52346,2023-12-28,0.0966,False,Stable performance
MET-000303,Ensemble-v4,4.1.0,2024-02-12,rmse,2.4721,52346,2023-12-28,0.0966,False,Stable performance
MET-000304,Ensemble-v4,4.1.0,2024-02-12,coverage,0.8416,52346,2023-12-28,0.0966,False,Stable performance
MET-000305,Ensemble-v4,4.1.0,2024-02-12,latency_p99,130.7402,52346,2023-12-28,0.0966,False,Stable performance
MET-000306,Ensemble-v4,4.1.0,2024-02-12,false_positive_rate,0.1183,52346,2023-12-28,0.0966,False,Stable performance
MET-000307,TheftDetect-v2.1,2.1.5,2024-02-12,mape_pct,0.0454,52736,2023-12-13,0.0984,False,Stable performance
MET-000308,TheftDetect-v2.1,2.1.5,2024-02-12,f1_score,0.76,52736,2023-12-13,0.0984,False,Stable performance
MET-000309,TheftDetect-v2.1,2.1.5,2024-02-12,precision,0.807,52736,2023-12-13,0.0984,False,Stable performance
MET-000310,TheftDetect-v2.1,2.1.5,2024-02-12,recall,0.6759,52736,2023-12-13,0.0984,False,Stable performance
MET-000311,TheftDetect-v2.1,2.1.5,2024-02-12,auc_roc,0.9026,52736,2023-12-13,0.0984,False,Stable performance
MET-000312,TheftDetect-v2.1,2.1.5,2024-02-12,rmse,2.3293,52736,2023-12-13,0.0984,False,Stable performance
MET-000313,TheftDetect-v2.1,2.1.5,2024-02-12,coverage,0.8555,52736,2023-12-13,0.0984,False,Stable performance
MET-000314,TheftDetect-v2.1,2.1.5,2024-02-12,latency_p99,143.7008,52736,2023-12-13,0.0984,False,Stable performance
MET-000315,TheftDetect-v2.1,2.1.5,2024-02-12,false_positive_rate,0.1355,52736,2023-12-13,0.0984,False,Stable performance
MET-000316,LSTM-v2,2.1.0,2024-02-19,mape_pct,0.0344,52073,2023-12-28,0.0295,False,Stable performance
MET-000317,LSTM-v2,2.1.0,2024-02-19,f1_score,0.7772,52073,2023-12-28,0.0295,False,Stable performance
MET-000318,LSTM-v2,2.1.0,2024-02-19,precision,0.8197,52073,2023-12-28,0.0295,False,Stable performance
MET-000319,LSTM-v2,2.1.0,2024-02-19,recall,0.6822,52073,2023-12-28,0.0295,False,Stable performance
MET-000320,LSTM-v2,2.1.0,2024-02-19,auc_roc,0.9081,52073,2023-12-28,0.0295,False,Stable performance
MET-000321,LSTM-v2,2.1.0,2024-02-19,rmse,1.8161,52073,2023-12-28,0.0295,False,Stable performance
MET-000322,LSTM-v2,2.1.0,2024-02-19,coverage,0.8434,52073,2023-12-28,0.0295,False,Stable performance
MET-000323,LSTM-v2,2.1.0,2024-02-19,latency_p99,137.1154,52073,2023-12-28,0.0295,False,Stable performance
MET-000324,LSTM-v2,2.1.0,2024-02-19,false_positive_rate,0.104,52073,2023-12-28,0.0295,False,Stable performance
MET-000325,XGBoost-v3,3.2.1,2024-02-19,mape_pct,0.0354,52432,2023-12-19,0.07,False,Stable performance
MET-000326,XGBoost-v3,3.2.1,2024-02-19,f1_score,0.7863,52432,2023-12-19,0.07,False,Stable performance
MET-000327,XGBoost-v3,3.2.1,2024-02-19,precision,0.8064,52432,2023-12-19,0.07,False,Stable performance
MET-000328,XGBoost-v3,3.2.1,2024-02-19,recall,0.6732,52432,2023-12-19,0.07,False,Stable performance
MET-000329,XGBoost-v3,3.2.1,2024-02-19,auc_roc,0.9091,52432,2023-12-19,0.07,False,Stable performance
MET-000330,XGBoost-v3,3.2.1,2024-02-19,rmse,2.4174,52432,2023-12-19,0.07,False,Stable performance
MET-000331,XGBoost-v3,3.2.1,2024-02-19,coverage,0.8576,52432,2023-12-19,0.07,False,Stable performance
MET-000332,XGBoost-v3,3.2.1,2024-02-19,latency_p99,128.0689,52432,2023-12-19,0.07,False,Stable performance
MET-000333,XGBoost-v3,3.2.1,2024-02-19,false_positive_rate,0.1296,52432,2023-12-19,0.07,False,Stable performance
MET-000334,TFT-v1,1.0.0,2024-02-19,mape_pct,0.0349,51990,2024-01-05,0.0347,False,Stable performance
MET-000335,TFT-v1,1.0.0,2024-02-19,f1_score,0.8012,51990,2024-01-05,0.0347,False,Stable performance
MET-000336,TFT-v1,1.0.0,2024-02-19,precision,0.8157,51990,2024-01-05,0.0347,False,Stable performance
MET-000337,TFT-v1,1.0.0,2024-02-19,recall,0.6864,51990,2024-01-05,0.0347,False,Stable performance
MET-000338,TFT-v1,1.0.0,2024-02-19,auc_roc,0.906,51990,2024-01-05,0.0347,False,Stable performance
MET-000339,TFT-v1,1.0.0,2024-02-19,rmse,1.8863,51990,2024-01-05,0.0347,False,Stable performance
MET-000340,TFT-v1,1.0.0,2024-02-19,coverage,0.8597,51990,2024-01-05,0.0347,False,Stable performance
MET-000341,TFT-v1,1.0.0,2024-02-19,latency_p99,135.5462,51990,2024-01-05,0.0347,False,Stable performance
MET-000342,TFT-v1,1.0.0,2024-02-19,false_positive_rate,0.1129,51990,2024-01-05,0.0347,False,Stable performance
MET-000343,Ensemble-v4,4.1.0,2024-02-19,mape_pct,0.035,52566,2024-01-04,0.02,False,Stable performance
MET-000344,Ensemble-v4,4.1.0,2024-02-19,f1_score,0.807,52566,2024-01-04,0.02,False,Stable performance
MET-000345,Ensemble-v4,4.1.0,2024-02-19,precision,0.8119,52566,2024-01-04,0.02,False,Stable performance
MET-000346,Ensemble-v4,4.1.0,2024-02-19,recall,0.6603,52566,2024-01-04,0.02,False,Stable performance
MET-000347,Ensemble-v4,4.1.0,2024-02-19,auc_roc,0.9144,52566,2024-01-04,0.02,False,Stable performance
MET-000348,Ensemble-v4,4.1.0,2024-02-19,rmse,2.1456,52566,2024-01-04,0.02,False,Stable performance
MET-000349,Ensemble-v4,4.1.0,2024-02-19,coverage,0.8626,52566,2024-01-04,0.02,False,Stable performance
MET-000350,Ensemble-v4,4.1.0,2024-02-19,latency_p99,144.2964,52566,2024-01-04,0.02,False,Stable performance
MET-000351,Ensemble-v4,4.1.0,2024-02-19,false_positive_rate,0.1215,52566,2024-01-04,0.02,False,Stable performance
MET-000352,TheftDetect-v2.1,2.1.5,2024-02-19,mape_pct,0.0378,52956,2023-12-20,0.0917,False,Stable performance
MET-000353,TheftDetect-v2.1,2.1.5,2024-02-19,f1_score,0.7614,52956,2023-12-20,0.0917,False,Stable performance
MET-000354,TheftDetect-v2.1,2.1.5,2024-02-19,precision,0.8031,52956,2023-12-20,0.0917,False,Stable performance
MET-000355,TheftDetect-v2.1,2.1.5,2024-02-19,recall,0.6742,52956,2023-12-20,0.0917,False,Stable performance
MET-000356,TheftDetect-v2.1,2.1.5,2024-02-19,auc_roc,0.8965,52956,2023-12-20,0.0917,False,Stable performance
MET-000357,TheftDetect-v2.1,2.1.5,2024-02-19,rmse,2.2189,52956,2023-12-20,0.0917,False,Stable performance
MET-000358,TheftDetect-v2.1,2.1.5,2024-02-19,coverage,0.8423,52956,2023-12-20,0.0917,False,Stable performance
MET-000359,TheftDetect-v2.1,2.1.5,2024-02-19,latency_p99,146.2415,52956,2023-12-20,0.0917,False,Stable performance
MET-000360,TheftDetect-v2.1,2.1.5,2024-02-19,false_positive_rate,0.1177,52956,2023-12-20,0.0917,False,Stable performance
MET-000361,LSTM-v2,2.1.0,2024-02-26,mape_pct,0.0386,52293,2024-01-04,0.0697,False,Stable performance
MET-000362,LSTM-v2,2.1.0,2024-02-26,f1_score,0.7487,52293,2024-01-04,0.0697,False,Stable performance
MET-000363,LSTM-v2,2.1.0,2024-02-26,precision,0.7838,52293,2024-01-04,0.0697,False,Stable performance
MET-000364,LSTM-v2,2.1.0,2024-02-26,recall,0.6719,52293,2024-01-04,0.0697,False,Stable performance
MET-000365,LSTM-v2,2.1.0,2024-02-26,auc_roc,0.8873,52293,2024-01-04,0.0697,False,Stable performance
MET-000366,LSTM-v2,2.1.0,2024-02-26,rmse,2.1998,52293,2024-01-04,0.0697,False,Stable performance
MET-000367,LSTM-v2,2.1.0,2024-02-26,coverage,0.8452,52293,2024-01-04,0.0697,False,Stable performance
MET-000368,LSTM-v2,2.1.0,2024-02-26,latency_p99,150.3756,52293,2024-01-04,0.0697,False,Stable performance
MET-000369,LSTM-v2,2.1.0,2024-02-26,false_positive_rate,0.1225,52293,2024-01-04,0.0697,False,Stable performance
MET-000370,XGBoost-v3,3.2.1,2024-02-26,mape_pct,0.0323,52652,2023-12-26,0.0775,False,Stable performance
MET-000371,XGBoost-v3,3.2.1,2024-02-26,f1_score,0.7628,52652,2023-12-26,0.0775,False,Stable performance
MET-000372,XGBoost-v3,3.2.1,2024-02-26,precision,0.8051,52652,2023-12-26,0.0775,False,Stable performance
MET-000373,XGBoost-v3,3.2.1,2024-02-26,recall,0.6542,52652,2023-12-26,0.0775,False,Stable performance
MET-000374,XGBoost-v3,3.2.1,2024-02-26,auc_roc,0.9016,52652,2023-12-26,0.0775,False,Stable performance
MET-000375,XGBoost-v3,3.2.1,2024-02-26,rmse,2.0657,52652,2023-12-26,0.0775,False,Stable performance
MET-000376,XGBoost-v3,3.2.1,2024-02-26,coverage,0.8521,52652,2023-12-26,0.0775,False,Stable performance
MET-000377,XGBoost-v3,3.2.1,2024-02-26,latency_p99,134.2569,52652,2023-12-26,0.0775,False,Stable performance
MET-000378,XGBoost-v3,3.2.1,2024-02-26,false_positive_rate,0.1192,52652,2023-12-26,0.0775,False,Stable performance
MET-000379,TFT-v1,1.0.0,2024-02-26,mape_pct,0.0383,52210,2024-01-12,0.0822,False,Stable performance
MET-000380,TFT-v1,1.0.0,2024-02-26,f1_score,0.7666,52210,2024-01-12,0.0822,False,Stable performance
MET-000381,TFT-v1,1.0.0,2024-02-26,precision,0.7989,52210,2024-01-12,0.0822,False,Stable performance
MET-000382,TFT-v1,1.0.0,2024-02-26,recall,0.6577,52210,2024-01-12,0.0822,False,Stable performance
MET-000383,TFT-v1,1.0.0,2024-02-26,auc_roc,0.8931,52210,2024-01-12,0.0822,False,Stable performance
MET-000384,TFT-v1,1.0.0,2024-02-26,rmse,2.3615,52210,2024-01-12,0.0822,False,Stable performance
MET-000385,TFT-v1,1.0.0,2024-02-26,coverage,0.8611,52210,2024-01-12,0.0822,False,Stable performance
MET-000386,TFT-v1,1.0.0,2024-02-26,latency_p99,149.3496,52210,2024-01-12,0.0822,False,Stable performance
MET-000387,TFT-v1,1.0.0,2024-02-26,false_positive_rate,0.1376,52210,2024-01-12,0.0822,False,Stable performance
MET-000388,Ensemble-v4,4.1.0,2024-02-26,mape_pct,0.038,52786,2024-01-11,0.0643,False,Stable performance
MET-000389,Ensemble-v4,4.1.0,2024-02-26,f1_score,0.7651,52786,2024-01-11,0.0643,False,Stable performance
MET-000390,Ensemble-v4,4.1.0,2024-02-26,precision,0.8163,52786,2024-01-11,0.0643,False,Stable performance
MET-000391,Ensemble-v4,4.1.0,2024-02-26,recall,0.6745,52786,2024-01-11,0.0643,False,Stable performance
MET-000392,Ensemble-v4,4.1.0,2024-02-26,auc_roc,0.9032,52786,2024-01-11,0.0643,False,Stable performance
MET-000393,Ensemble-v4,4.1.0,2024-02-26,rmse,2.0811,52786,2024-01-11,0.0643,False,Stable performance
MET-000394,Ensemble-v4,4.1.0,2024-02-26,coverage,0.8591,52786,2024-01-11,0.0643,False,Stable performance
MET-000395,Ensemble-v4,4.1.0,2024-02-26,latency_p99,139.4502,52786,2024-01-11,0.0643,False,Stable performance
MET-000396,Ensemble-v4,4.1.0,2024-02-26,false_positive_rate,0.1225,52786,2024-01-11,0.0643,False,Stable performance
MET-000397,TheftDetect-v2.1,2.1.5,2024-02-26,mape_pct,0.039,53176,2023-12-27,0.0791,False,Stable performance
MET-000398,TheftDetect-v2.1,2.1.5,2024-02-26,f1_score,0.7849,53176,2023-12-27,0.0791,False,Stable performance
MET-000399,TheftDetect-v2.1,2.1.5,2024-02-26,precision,0.785,53176,2023-12-27,0.0791,False,Stable performance
MET-000400,TheftDetect-v2.1,2.1.5,2024-02-26,recall,0.6599,53176,2023-12-27,0.0791,False,Stable performance
MET-000401,TheftDetect-v2.1,2.1.5,2024-02-26,auc_roc,0.9072,53176,2023-12-27,0.0791,False,Stable performance
MET-000402,TheftDetect-v2.1,2.1.5,2024-02-26,rmse,2.1727,53176,2023-12-27,0.0791,False,Stable performance
MET-000403,TheftDetect-v2.1,2.1.5,2024-02-26,coverage,0.8558,53176,2023-12-27,0.0791,False,Stable performance
MET-000404,TheftDetect-v2.1,2.1.5,2024-02-26,latency_p99,142.2479,53176,2023-12-27,0.0791,False,Stable performance
MET-000405,TheftDetect-v2.1,2.1.5,2024-02-26,false_positive_rate,0.1264,53176,2023-12-27,0.0791,False,Stable performance
MET-000406,LSTM-v2,2.1.0,2024-03-04,mape_pct,0.039,52513,2024-01-11,0.064,False,Stable performance
MET-000407,LSTM-v2,2.1.0,2024-03-04,f1_score,0.7643,52513,2024-01-11,0.064,False,Stable performance
MET-000408,LSTM-v2,2.1.0,2024-03-04,precision,0.8031,52513,2024-01-11,0.064,False,Stable performance
MET-000409,LSTM-v2,2.1.0,2024-03-04,recall,0.6922,52513,2024-01-11,0.064,False,Stable performance
MET-000410,LSTM-v2,2.1.0,2024-03-04,auc_roc,0.9088,52513,2024-01-11,0.064,False,Stable performance
MET-000411,LSTM-v2,2.1.0,2024-03-04,rmse,2.1011,52513,2024-01-11,0.064,False,Stable performance
MET-000412,LSTM-v2,2.1.0,2024-03-04,coverage,0.8686,52513,2024-01-11,0.064,False,Stable performance
MET-000413,LSTM-v2,2.1.0,2024-03-04,latency_p99,147.4451,52513,2024-01-11,0.064,False,Stable performance
MET-000414,LSTM-v2,2.1.0,2024-03-04,false_positive_rate,0.1315,52513,2024-01-11,0.064,False,Stable performance
MET-000415,XGBoost-v3,3.2.1,2024-03-04,mape_pct,0.0429,52872,2024-01-02,0.1422,False,Stable performance
MET-000416,XGBoost-v3,3.2.1,2024-03-04,f1_score,0.7375,52872,2024-01-02,0.1422,False,Stable performance
MET-000417,XGBoost-v3,3.2.1,2024-03-04,precision,0.8047,52872,2024-01-02,0.1422,False,Stable performance
MET-000418,XGBoost-v3,3.2.1,2024-03-04,recall,0.6627,52872,2024-01-02,0.1422,False,Stable performance
MET-000419,XGBoost-v3,3.2.1,2024-03-04,auc_roc,0.8931,52872,2024-01-02,0.1422,False,Stable performance
MET-000420,XGBoost-v3,3.2.1,2024-03-04,rmse,2.2492,52872,2024-01-02,0.1422,False,Stable performance
MET-000421,XGBoost-v3,3.2.1,2024-03-04,coverage,0.8535,52872,2024-01-02,0.1422,False,Stable performance
MET-000422,XGBoost-v3,3.2.1,2024-03-04,latency_p99,127.9366,52872,2024-01-02,0.1422,False,Stable performance
MET-000423,XGBoost-v3,3.2.1,2024-03-04,false_positive_rate,0.1346,52872,2024-01-02,0.1422,False,Stable performance
MET-000424,TFT-v1,1.0.0,2024-03-04,mape_pct,0.0369,52430,2024-01-19,0.0776,False,Stable performance
MET-000425,TFT-v1,1.0.0,2024-03-04,f1_score,0.7342,52430,2024-01-19,0.0776,False,Stable performance
MET-000426,TFT-v1,1.0.0,2024-03-04,precision,0.7849,52430,2024-01-19,0.0776,False,Stable performance
MET-000427,TFT-v1,1.0.0,2024-03-04,recall,0.6642,52430,2024-01-19,0.0776,False,Stable performance
MET-000428,TFT-v1,1.0.0,2024-03-04,auc_roc,0.9061,52430,2024-01-19,0.0776,False,Stable performance
MET-000429,TFT-v1,1.0.0,2024-03-04,rmse,2.1693,52430,2024-01-19,0.0776,False,Stable performance
